source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
ACAA1	ACE2	ACAA1	ACE2	0.3202	0.4613	0.4265	0.3214	0
ACAA1	AGXT	ACAA1	AGXT	0.6503	0.8124	0.7715	0.8457	0
ACAA1	FBP1	ACAA1	FBP1	0.4139	0.5581	0.5286	0.6108	0
ACAA1	GRPEL1	ACAA1	GRPEL1	0.4332	0.6236	0.5973	0.5623	0
ACAA1	IL17C	ACAA1	IL17C	0.2588	-0.2972	-0.254	-0.2891	0
ACAA1	KYNU	ACAA1	KYNU	0.468	0.6202	0.5807	0.4773	0
ACAA1	PTPRS	ACAA1	PTPRS	0.2488	-0.2163	-0.231	-0.0557	0.0001
ACAA1	SCLY	ACAA1	SCLY	0.5699	0.6921	0.6728	0.5946	0
ACAA1	SCP2	ACAA1	SCP2	0.3744	0.5371	0.4467	0.3198	0
ACAA1	SHMT1	ACAA1	SHMT1	0.4904	0.6126	0.5558	0.6506	0
ACAA1	SOD2	ACAA1	SOD2	0.4277	0.5546	0.558	0.3245	0
ACAA1	TNFSF13	ACAA1	TNFSF13	0.2763	-0.2472	-0.3263	-0.0934	0
ACAN	COMT	ACAN	COMT	0.2343	-0.0341	-0.029	-0.0578	0.5527
ACAN	GP2	ACAN	GP2	0.2064	-0.2753	-0.3463	-0.7761	0
ACAN	IL6R	ACAN	IL6R	0.1836	0.0335	0.019	0.0317	0.5597
ACAN	LAMA4	ACAN	LAMA4	0.222	0.002	-0.0728	0.0018	0.9723
ACAN	TREML2	ACAN	TREML2	0.2034	0.025	-0.045	0.0298	0.6635
ACE2	ACAA1	ACE2	ACAA1	0.3202	0.4613	0.4265	0.6621	0
ACE2	ACY1	ACE2	ACY1	0.3033	0.4729	0.47	0.661	0
ACE2	AGXT	ACE2	AGXT	0.301	0.4848	0.4717	0.7243	0
ACE2	ALPP	ACE2	ALPP	0.2055	0.0977	0.0621	0.1441	0.0886
ACE2	AMBP	ACE2	AMBP	0.2605	-0.4063	-0.349	-0.2254	0
ACE2	BAIAP2	ACE2	BAIAP2	0.3202	0.515	0.5181	0.9312	0
ACE2	CD163	ACE2	CD163	0.237	0.3167	0.2889	0.1871	0
ACE2	CD209	ACE2	CD209	0.206	-0.1621	-0.2036	-0.0772	0.0045
ACE2	CDHR2	ACE2	CDHR2	0.3495	0.4893	0.4739	0.7875	0
ACE2	CEP43	ACE2	CEP43	0.2275	0.0223	0.0874	0.0142	0.6978
ACE2	DKK3	ACE2	DKK3	0.2439	-0.2343	-0.3368	-0.159	0
ACE2	GALNT10	ACE2	GALNT10	0.2733	0.3152	0.3481	0.1627	0
ACE2	GGT1	ACE2	GGT1	0.3727	0.5968	0.5542	0.6348	0
ACE2	IL1R2	ACE2	IL1R2	0.274	0.3908	0.4773	0.2166	0
ACE2	IL32	ACE2	IL32	0.2441	0.3487	0.3288	0.279	0
ACE2	IL4R	ACE2	IL4R	0.2639	0.4498	0.3214	0.4491	0
ACE2	LGALS7_LGALS7B	ACE2	LGALS7_LGALS7B	0.2434	-0.2836	-0.3421	-0.2753	0
ACE2	MICB_MICA	ACE2	MICB_MICA	0.2236	0.0294	0.0657	0.0591	0.6087
ACE2	MME	ACE2	MME	0.3644	0.596	0.5707	0.897	0
ACE2	PIGR	ACE2	PIGR	0.2614	0.4128	0.3896	0.2847	0
ACE2	SCLY	ACE2	SCLY	0.3253	0.4468	0.4405	0.5509	0
ACE2	SLC39A14	ACE2	SLC39A14	0.2363	0.2659	0.3151	0.1595	0
ACE2	VAMP5	ACE2	VAMP5	0.223	0.2962	0.2915	0.2063	0
ACE2	VSTM2L	ACE2	VSTM2L	0.2702	-0.0764	-0.0057	-0.0679	0.1835
ACOX1	DGKZ	ACOX1	DGKZ	0.4103	0.5013	0.4693	0.5278	0
ACOX1	DRG2	ACOX1	DRG2	0.3626	0.4144	0.3651	0.2816	0
ACOX1	FABP5	ACOX1	FABP5	0.3891	-0.5182	-0.4285	-0.8389	0
ACOX1	FKBP1B	ACOX1	FKBP1B	0.4203	0.5502	0.5207	0.5008	0
ACOX1	IL1A	ACOX1	IL1A	0.3282	0.295	0.3441	0.5368	0
ACOX1	ITGAM	ACOX1	ITGAM	0.462	0.6025	0.5306	0.4086	0
ACOX1	PECAM1	ACOX1	PECAM1	0.3194	0.3573	0.3432	0.2373	0
ACOX1	PPM1A	ACOX1	PPM1A	0.4521	0.5488	0.5086	0.4544	0
ACOX1	RCOR1	ACOX1	RCOR1	0.37	0.4319	0.3921	0.3063	0
ACOX1	SEPTIN9	ACOX1	SEPTIN9	0.4577	0.5606	0.5148	0.3921	0
ACOX1	SMAD1	ACOX1	SMAD1	0.4147	0.5066	0.4672	0.4441	0
ACOX1	STK4	ACOX1	STK4	0.4192	0.5801	0.5142	0.5696	0
ACOX1	TP53INP1	ACOX1	TP53INP1	0.4664	0.566	0.5158	0.5385	0
ACOX1	VASH1	ACOX1	VASH1	0.4175	0.5975	0.5489	0.5089	0
ACP5	ANGPT2	ACP5	ANGPT2	0.2286	-0.3051	-0.2744	-0.4087	0
ACP5	BCL2L11	ACP5	BCL2L11	0.2986	-0.3321	-0.3303	-0.2397	0
ACP5	C4BPB	ACP5	C4BPB	0.3232	0.536	0.5371	0.9703	0
ACP5	CASP1	ACP5	CASP1	0.2558	0.1926	0.1888	0.1835	0.0007
ACP5	CCN3	ACP5	CCN3	0.354	-0.4452	-0.4366	-0.6481	0
ACP5	COMP	ACP5	COMP	0.2308	-0.309	-0.259	-0.3013	0
ACP5	CRHBP	ACP5	CRHBP	0.2572	0.363	0.3998	0.3346	0
ACP5	GOLM2	ACP5	GOLM2	0.3211	0.5437	0.5149	0.5615	0
ACP5	HS3ST3B1	ACP5	HS3ST3B1	0.2257	0.2907	0.2888	0.216	0
ACP5	HSPG2	ACP5	HSPG2	0.3513	-0.4271	-0.4405	-0.5224	0
ACP5	IL18R1	ACP5	IL18R1	0.3023	0.4263	0.4472	0.4713	0
ACP5	LRP1	ACP5	LRP1	0.2322	0.3883	0.3967	0.2794	0
ACP5	NADK	ACP5	NADK	0.3247	0.4778	0.4819	0.9704	0
ACP5	NID1	ACP5	NID1	0.2898	0.3814	0.3878	0.3184	0
ACP5	NTproBNP	ACP5	NTproBNP	0.3409	-0.4473	-0.4213	-1.3616	0
ACP5	PRKAB1	ACP5	PRKAB1	0.2644	-0.0565	-0.0828	-0.0409	0.3257
ACP5	PTS	ACP5	PTS	0.287	0.3816	0.4036	0.7505	0
ACP5	S100A11	ACP5	S100A11	0.2906	0.334	0.3222	0.2441	0
ACP5	TFF2	ACP5	TFF2	0.3342	-0.3533	-0.3553	-0.6333	0
ACP6	BSG	ACP6	BSG	0.25	0.2958	0.3996	0.1554	0
ACP6	CD4	ACP6	CD4	0.1991	-0.1868	-0.2946	-0.1006	0.001
ACP6	CPE	ACP6	CPE	0.1828	-0.1068	-0.1751	-0.0834	0.0624
ACP6	FCRL6	ACP6	FCRL6	0.1668	-0.1383	-0.1562	-0.1489	0.0157
ACP6	LDLR	ACP6	LDLR	0.2063	0.2938	0.3303	0.2671	0
ACP6	NTRK2	ACP6	NTRK2	0.2563	-0.335	-0.3937	-0.1823	0
ACP6	TIGAR	ACP6	TIGAR	0.2331	-0.1177	-0.1326	-0.1039	0.04
ACTA2	ARSB	ACTA2	ARSB	0.3942	-0.4498	-0.3935	-0.3882	0
ACTA2	CALB1	ACTA2	CALB1	0.3735	0.5268	0.4354	0.6169	0
ACTA2	CCN3	ACTA2	CCN3	0.4444	0.6781	0.5321	0.9016	0
ACTA2	CD300LG	ACTA2	CD300LG	0.3611	0.5579	0.4371	0.3836	0
ACTA2	CEP164	ACTA2	CEP164	0.3442	-0.0939	-0.1198	-0.087	0.1015
ACTA2	DTX3	ACTA2	DTX3	0.3857	0.5921	0.4891	0.3566	0
ACTA2	FABP2	ACTA2	FABP2	0.2721	0.3724	0.2834	0.6695	0
ACTA2	GNE	ACTA2	GNE	0.3453	-0.3508	-0.2726	-0.3049	0
ACTA2	IGFBP7	ACTA2	IGFBP7	0.3855	0.4172	0.3644	0.2812	0
ACTA2	IL7	ACTA2	IL7	0.325	-0.3881	-0.3265	-0.4247	0
ACTA2	NCS1	ACTA2	NCS1	0.403	0.5049	0.4517	0.4448	0
ACTA2	NPDC1	ACTA2	NPDC1	0.4727	0.6459	0.4882	0.773	0
ACTA2	REG1A	ACTA2	REG1A	0.4636	0.6151	0.4271	0.9917	0
ACTA2	TGFBR2	ACTA2	TGFBR2	0.4579	0.6114	0.4658	0.5722	0
ACTA2	TNFRSF12A	ACTA2	TNFRSF12A	0.4762	0.6497	0.4406	0.7857	0
ACTN4	CLSPN	ACTN4	CLSPN	0.5114	0.4628	0.6085	0.7512	0
ACTN4	FKBP7	ACTN4	FKBP7	0.3336	0.3293	0.3729	0.4448	0
ACTN4	IL10RA	ACTN4	IL10RA	0.3987	0.505	0.5398	0.6009	0
ACTN4	IL3RA	ACTN4	IL3RA	0.5536	0.6949	0.711	0.8959	0
ACTN4	MASP1	ACTN4	MASP1	0.3998	0.4946	0.528	0.7603	0
ACTN4	NGF	ACTN4	NGF	0.5664	0.6858	0.7038	0.7438	0
ACTN4	PLAT	ACTN4	PLAT	0.254	-0.2582	-0.2445	-0.5149	0
ACTN4	PLXDC1	ACTN4	PLXDC1	0.3478	0.3852	0.3952	0.3859	0
ACTN4	PPM1A	ACTN4	PPM1A	0.5341	0.6558	0.6808	0.7435	0
ACTN4	SERPINB5	ACTN4	SERPINB5	0.412	0.5528	0.5216	0.718	0
ACTN4	TP53INP1	ACTN4	TP53INP1	0.5977	0.7197	0.722	0.9378	0
ACVRL1	CALB1	ACVRL1	CALB1	0.4151	0.5001	0.3941	0.5559	0
ACVRL1	CCN3	ACVRL1	CCN3	0.6179	0.8197	0.7	1.0346	0
ACVRL1	COL6A3	ACVRL1	COL6A3	0.6588	0.839	0.7163	1.1976	0
ACVRL1	CST3	ACVRL1	CST3	0.6355	0.792	0.6518	0.8707	0
ACVRL1	EDA2R	ACVRL1	EDA2R	0.657	0.8074	0.7309	1.4011	0
ACVRL1	EFNA4	ACVRL1	EFNA4	0.6038	0.8376	0.6173	0.7883	0
ACVRL1	FGF23	ACVRL1	FGF23	0.4542	0.6461	0.5279	1.497	0
ACVRL1	HSPG2	ACVRL1	HSPG2	0.6759	0.8535	0.6914	0.9053	0
ACVRL1	IGFBP4	ACVRL1	IGFBP4	0.6619	0.8204	0.6888	1.372	0
ACVRL1	LAYN	ACVRL1	LAYN	0.6477	0.858	0.712	1.0184	0
ACVRL1	NPDC1	ACVRL1	NPDC1	0.6612	0.8663	0.6868	0.9843	0
ACVRL1	PHOSPHO1	ACVRL1	PHOSPHO1	0.506	0.6025	0.6396	0.5568	0
ACVRL1	PXN	ACVRL1	PXN	0.3174	0.1689	0.239	0.1466	0.0031
ACVRL1	SCARB2	ACVRL1	SCARB2	0.5927	0.79	0.5463	1.0718	0
ACVRL1	TMSB10	ACVRL1	TMSB10	0.582	0.7075	0.5739	1.368	0
ACVRL1	WFDC2	ACVRL1	WFDC2	0.6237	0.7743	0.6759	1.3314	0
ACY1	ACE2	ACY1	ACE2	0.3033	0.4729	0.47	0.3383	0
ACY1	ADH4	ACY1	ADH4	0.5553	0.7012	0.7084	0.8382	0
ACY1	AGXT	ACY1	AGXT	0.5958	0.7232	0.7192	0.773	0
ACY1	ALDH1A1	ACY1	ALDH1A1	0.4743	0.6104	0.5885	0.5285	0
ACY1	CDHR2	ACY1	CDHR2	0.2761	0.4226	0.4332	0.4865	0
ACY1	CES1	ACY1	CES1	0.3521	0.491	0.5158	0.5252	0
ACY1	CRISP2	ACY1	CRISP2	0.2139	0.0388	0.0705	0.0246	0.4991
ACY1	DCXR	ACY1	DCXR	0.531	0.7113	0.7079	0.5437	0
ACY1	DDC	ACY1	DDC	0.3743	0.597	0.5663	0.469	0
ACY1	EPHX2	ACY1	EPHX2	0.378	0.456	0.4271	0.2511	0
ACY1	GALNT10	ACY1	GALNT10	0.2688	0.3813	0.3955	0.1408	0
ACY1	HAO1	ACY1	HAO1	0.5602	0.7118	0.6786	1.0436	0
ACY1	IL1R2	ACY1	IL1R2	0.2711	0.4325	0.4472	0.1715	0
ACY1	KYNU	ACY1	KYNU	0.619	0.732	0.719	0.5785	0
ACY1	MME	ACY1	MME	0.2643	0.4393	0.4508	0.473	0
ACY1	MVK	ACY1	MVK	0.4791	0.6023	0.5912	0.441	0
ACY1	OGN	ACY1	OGN	0.3474	-0.4442	-0.4857	-0.4268	0
ACY1	PTS	ACY1	PTS	0.4997	0.6728	0.6335	0.7006	0
ACY1	SCLY	ACY1	SCLY	0.7308	0.8048	0.7942	0.7099	0
ADA	AKR1B1	ADA	AKR1B1	0.3085	0.3112	0.2964	0.4385	0
ADA	ALDH1A1	ADA	ALDH1A1	0.4815	0.5335	0.5138	0.888	0
ADA	BLMH	ADA	BLMH	0.4477	0.5937	0.6454	0.6709	0
ADA	CPPED1	ADA	CPPED1	0.4919	0.5742	0.5084	0.7731	0
ADA	FKBP4	ADA	FKBP4	0.4168	0.5083	0.5079	0.6563	0
ADA	HSPA1A	ADA	HSPA1A	0.4231	0.5091	0.4961	0.5887	0
ADA	PPCDC	ADA	PPCDC	0.4809	0.6789	0.6073	0.767	0
ADA	SIAE	ADA	SIAE	0.3268	0.0776	0.0087	0.0534	0.1763
ADA	SMPD1	ADA	SMPD1	0.3166	0.1448	0.1358	0.1553	0.0113
ADA	THOP1	ADA	THOP1	0.4475	0.5891	0.5679	0.6962	0
ADA	ZBTB17	ADA	ZBTB17	0.3323	0.4587	0.474	0.3906	0
ADA2	AOC3	ADA2	AOC3	0.1802	0.2831	0.3044	0.1771	0
ADA2	CD163	ADA2	CD163	0.2033	0.3181	0.3442	0.2664	0
ADA2	CD22	ADA2	CD22	0.2467	0.3016	0.3019	0.3947	0
ADA2	CLEC4A	ADA2	CLEC4A	0.1924	-0.0093	-0.0135	-0.008	0.8714
ADA2	CPA2	ADA2	CPA2	0.1544	-0.0509	-0.0954	-0.0786	0.3755
ADA2	CPM	ADA2	CPM	0.2184	0.2114	0.2608	0.179	0.0002
ADA2	CR2	ADA2	CR2	0.2006	0.2653	0.2635	0.2972	0
ADA2	CRIP2	ADA2	CRIP2	0.1852	-0.2605	-0.2389	-0.2223	0
ADA2	CSF2RA	ADA2	CSF2RA	0.1771	0.1932	0.2287	0.2297	0.0007
ADA2	FCGR2B	ADA2	FCGR2B	0.1776	0.0678	0.1054	0.1073	0.2374
ADA2	FCGR3B	ADA2	FCGR3B	0.189	0.2128	0.1776	0.2172	0.0002
ADA2	GCNT1	ADA2	GCNT1	0.2197	0.4154	0.3954	0.3455	0
ADA2	ICAM5	ADA2	ICAM5	0.1805	0.1497	0.158	0.1334	0.0088
ADA2	ITGB6	ADA2	ITGB6	0.1887	-0.1265	-0.1333	-0.0976	0.0272
ADA2	JUN	ADA2	JUN	0.2492	-0.2936	-0.3067	-0.3244	0
ADA2	KLRB1	ADA2	KLRB1	0.2057	0.2512	0.241	0.2384	0
ADA2	LILRA2	ADA2	LILRA2	0.2041	0.1424	0.1731	0.1767	0.0128
ADA2	MAPK9	ADA2	MAPK9	0.2597	-0.3177	-0.3164	-0.287	0
ADA2	MARCO	ADA2	MARCO	0.2025	0.3058	0.3003	0.2612	0
ADA2	SEMA7A	ADA2	SEMA7A	0.2306	0.1706	0.1898	0.1571	0.0028
ADA2	SERPINA9	ADA2	SERPINA9	0.1773	0.1389	0.1834	0.2134	0.0152
ADAM15	BMP6	ADAM15	BMP6	0.2562	0.3211	0.3506	0.301	0
ADAM15	CCL7	ADAM15	CCL7	0.2655	-0.2473	-0.2317	-0.9394	0
ADAM15	CLPS	ADAM15	CLPS	0.201	-0.222	-0.2404	-0.5686	0.0001
ADAM15	ENPP2	ADAM15	ENPP2	0.2413	0.3058	0.2718	0.4675	0
ADAM15	FABP6	ADAM15	FABP6	0.2406	-0.1697	-0.1683	-0.2899	0.0029
ADAM15	ITGA5	ADAM15	ITGA5	0.3029	0.4063	0.4121	0.3766	0
ADAM15	PRTG	ADAM15	PRTG	0.2655	0.3452	0.3157	0.3203	0
ADAM15	SCARB2	ADAM15	SCARB2	0.3088	-0.3571	-0.4114	-0.854	0
ADAM15	TIE1	ADAM15	TIE1	0.2404	0.2597	0.3335	0.2898	0
ADAM15	VCAM1	ADAM15	VCAM1	0.2184	0.0095	0.0395	0.0108	0.8691
ADAM22	CLMP	ADAM22	CLMP	0.5684	0.7572	0.6851	1.0045	0
ADAM22	CXCL16	ADAM22	CXCL16	0.2578	0.2295	0.2114	0.1449	0.0001
ADAM22	EFNA1	ADAM22	EFNA1	0.5225	0.6216	0.4837	0.7177	0
ADAM22	EPHB6	ADAM22	EPHB6	0.4228	0.6943	0.6407	0.455	0
ADAM22	IGFBP6	ADAM22	IGFBP6	0.5827	0.7863	0.6631	0.8838	0
ADAM22	KLK13	ADAM22	KLK13	0.292	0.3787	0.2871	0.4126	0
ADAM22	MEPE	ADAM22	MEPE	0.3467	0.5316	0.4004	0.5529	0
ADAM22	NBL1	ADAM22	NBL1	0.5737	0.7282	0.616	0.8233	0
ADAM22	NTF3	ADAM22	NTF3	0.3044	-0.2718	-0.3011	-0.2148	0
ADAM22	PIK3IP1	ADAM22	PIK3IP1	0.5724	0.753	0.613	0.9517	0
ADAM22	PTGDS	ADAM22	PTGDS	0.568	0.7276	0.669	0.8695	0
ADAM22	TGFBR2	ADAM22	TGFBR2	0.582	0.7626	0.6524	0.744	0
ADAM22	TNFRSF19	ADAM22	TNFRSF19	0.5672	0.765	0.6509	1.0678	0
ADAM22	VEGFC	ADAM22	VEGFC	0.334	-0.2953	-0.2966	-0.3322	0
ADAM22	VWC2	ADAM22	VWC2	0.3278	0.535	0.477	0.4546	0
ADAM23	ADGRB3	ADAM23	ADGRB3	0.2909	0.4036	0.3042	0.3865	0
ADAM23	CDH1	ADAM23	CDH1	0.2788	0.4208	0.3795	0.2953	0
ADAM23	CRX	ADAM23	CRX	0.263	-0.2944	-0.3659	-0.4808	0
ADAM23	CTSL	ADAM23	CTSL	0.2222	0.0409	0.0743	0.0494	0.4766
ADAM23	CXADR	ADAM23	CXADR	0.3227	0.3948	0.2302	0.5626	0
ADAM23	EPHA2	ADAM23	EPHA2	0.3828	0.5359	0.4922	0.6758	0
ADAM23	FOLR1	ADAM23	FOLR1	0.2938	0.5045	0.471	0.5625	0
ADAM23	SEMA7A	ADAM23	SEMA7A	0.2399	-0.1019	-0.1102	-0.111	0.0757
ADAM23	TNFRSF21	ADAM23	TNFRSF21	0.3188	0.5137	0.4524	0.4514	0
ADAM23	TPSAB1	ADAM23	TPSAB1	0.2703	0.2983	0.3295	0.548	0
ADAM23	VWC2	ADAM23	VWC2	0.2725	0.4128	0.3312	0.4571	0
ADAM8	CLEC4A	ADAM8	CLEC4A	0.1697	0.2577	0.2341	0.3412	0
ADAM8	CLSTN1	ADAM8	CLSTN1	0.1934	-0.0093	0.0372	-0.0155	0.8721
ADAM8	FCAR	ADAM8	FCAR	0.1695	0.2388	0.2651	0.3158	0
ADAM8	IL17D	ADAM8	IL17D	0.1896	-0.0867	-0.152	-0.1127	0.1308
ADAM8	KIT	ADAM8	KIT	0.2036	0.1058	0.1463	0.1338	0.0651
ADAM8	LY9	ADAM8	LY9	0.1864	0.281	0.3111	0.3153	0
ADAM8	MDGA1	ADAM8	MDGA1	0.1538	-0.048	-0.0732	-0.0957	0.4036
ADAM8	SELE	ADAM8	SELE	0.207	0.3317	0.38	0.6286	0
ADAM8	SIGLEC9	ADAM8	SIGLEC9	0.19	0.2165	0.2558	0.3088	0.0001
ADAM8	SSC4D	ADAM8	SSC4D	0.2043	0.0734	0.1659	0.2879	0.2012
ADAM8	TREML2	ADAM8	TREML2	0.1796	0.1207	0.22	0.183	0.0351
ADAMTS13	CCN3	ADAMTS13	CCN3	0.5009	-0.6065	-0.6387	-1.1144	0
ADAMTS13	CDHR5	ADAMTS13	CDHR5	0.3743	0.5295	0.5381	0.7211	0
ADAMTS13	EDA2R	ADAMTS13	EDA2R	0.5065	-0.7105	-0.74	-1.7945	0
ADAMTS13	EGFR	ADAMTS13	EGFR	0.4667	0.6949	0.6791	0.563	0
ADAMTS13	ENPP2	ADAMTS13	ENPP2	0.3455	0.3873	0.4345	0.489	0
ADAMTS13	ERBB2	ADAMTS13	ERBB2	0.4174	0.5491	0.5898	0.4811	0
ADAMTS13	GUSB	ADAMTS13	GUSB	0.3166	0.3598	0.3846	0.6069	0
ADAMTS13	HSPB6	ADAMTS13	HSPB6	0.4901	-0.6513	-0.6445	-1.6876	0
ADAMTS13	KDR	ADAMTS13	KDR	0.4456	0.6128	0.6272	0.6928	0
ADAMTS13	KLK1	ADAMTS13	KLK1	0.2764	-0.2631	-0.3378	-0.7055	0
ADAMTS13	LAMP2	ADAMTS13	LAMP2	0.451	0.622	0.6296	0.5709	0
ADAMTS13	MEGF9	ADAMTS13	MEGF9	0.451	0.6206	0.6333	0.5369	0
ADAMTS13	NOTCH1	ADAMTS13	NOTCH1	0.4568	0.657	0.6414	0.3102	0
ADAMTS13	PAMR1	ADAMTS13	PAMR1	0.3591	0.5735	0.5826	0.5874	0
ADAMTS13	PEAR1	ADAMTS13	PEAR1	0.4217	0.4924	0.5167	0.2617	0
ADAMTS13	PHOSPHO1	ADAMTS13	PHOSPHO1	0.4714	-0.5542	-0.6132	-0.7454	0
ADAMTS13	TNFRSF14	ADAMTS13	TNFRSF14	0.4895	-0.5654	-0.6049	-0.7271	0
ADAMTS13	WFIKKN1	ADAMTS13	WFIKKN1	0.3497	0.4622	0.4755	0.5511	0
ADAMTS15	CASP1	ADAMTS15	CASP1	0.2365	-0.2968	-0.2217	-0.3015	0
ADAMTS15	DDX58	ADAMTS15	DDX58	0.2751	-0.3951	-0.3017	-0.6977	0
ADAMTS15	FURIN	ADAMTS15	FURIN	0.2902	-0.3004	-0.1869	-0.3424	0
ADAMTS15	GZMH	ADAMTS15	GZMH	0.239	-0.326	-0.3018	-0.436	0
ADAMTS15	ING1	ADAMTS15	ING1	0.235	-0.292	-0.2635	-0.2609	0
ADAMTS15	NINJ1	ADAMTS15	NINJ1	0.2931	-0.2485	-0.2286	-0.219	0
ADAMTS15	PLAUR	ADAMTS15	PLAUR	0.3486	0.4237	0.2938	0.3574	0
ADAMTS15	RAB6B	ADAMTS15	RAB6B	0.3281	-0.3791	-0.2493	-0.3587	0
ADAMTS15	THBS2	ADAMTS15	THBS2	0.2717	0.3802	0.2712	0.4421	0
ADAMTS16	ANG	ADAMTS16	ANG	0.265	0.1435	0.1244	0.216	0.0121
ADAMTS16	APOM	ADAMTS16	APOM	0.2491	0.2859	0.2922	0.5114	0
ADAMTS16	CCL20	ADAMTS16	CCL20	0.2265	-0.3351	-0.3617	-1.4077	0
ADAMTS16	CST7	ADAMTS16	CST7	0.2108	-0.2719	-0.2941	-0.9252	0
ADAMTS16	DNAJB8	ADAMTS16	DNAJB8	0.3568	0.4405	0.5107	0.6684	0
ADAMTS16	HPGDS	ADAMTS16	HPGDS	0.3427	0.4208	0.4566	0.5341	0
ADAMTS16	IL12B	ADAMTS16	IL12B	0.2057	0.0537	0.05	0.1498	0.3499
ADAMTS16	KRT18	ADAMTS16	KRT18	0.291	-0.3823	-0.4016	-1.4257	0
ADAMTS16	WAS	ADAMTS16	WAS	0.2947	0.3429	0.3248	0.605	0
ADAMTS8	ADGRG1	ADAMTS8	ADGRG1	0.1848	-0.0182	0.0187	-0.0491	0.751
ADAMTS8	ALDH3A1	ADAMTS8	ALDH3A1	0.1897	-0.0452	0.0072	-0.0878	0.4315
ADAMTS8	CSF2RA	ADAMTS8	CSF2RA	0.165	-0.1042	-0.0654	-0.1578	0.0692
ADAMTS8	DCTPP1	ADAMTS8	DCTPP1	0.2234	0.2962	0.2966	0.4778	0
ADAMTS8	GAS6	ADAMTS8	GAS6	0.2158	0.2982	0.2871	0.2714	0
ADAMTS8	LRRN1	ADAMTS8	LRRN1	0.1973	0.2145	0.1783	0.2439	0.0002
ADAMTS8	MCAM	ADAMTS8	MCAM	0.1628	0.2694	0.2786	0.1804	0
ADAMTS8	MEGF10	ADAMTS8	MEGF10	0.1819	0.3103	0.2846	0.2981	0
ADAMTS8	PLTP	ADAMTS8	PLTP	0.2153	0.1613	0.1011	0.1937	0.0047
ADAMTS8	SFTPA2	ADAMTS8	SFTPA2	0.2026	0.2965	0.3293	0.6489	0
ADAMTS8	SIRPA	ADAMTS8	SIRPA	0.1846	0.0018	0.0196	0.0026	0.9752
ADAMTS8	STC2	ADAMTS8	STC2	0.1926	0.293	0.2974	0.3885	0
ADAMTS8	STK11	ADAMTS8	STK11	0.228	-0.046	-0.0593	-0.059	0.4236
ADAMTS8	THBS4	ADAMTS8	THBS4	0.2221	0.1913	0.1801	0.3431	0.0008
ADCYAP1R1	AMBN	ADCYAP1R1	AMBN	0.5493	0.6953	0.6918	0.6651	0
