source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
ACVRL1	DLK1	ACVRL1	DLK1	0.3790	0.5267	0.4317	0.7064	0.0000
ACVRL1	EFNA4	ACVRL1	EFNA4	0.5758	0.8426	0.6979	0.9686	0.0000
ACVRL1	LAYN	ACVRL1	LAYN	0.6034	0.7847	0.6819	1.1615	0.0000
ACVRL1	NPDC1	ACVRL1	NPDC1	0.6147	0.8598	0.7253	1.1808	0.0000
ACVRL1	RELT	ACVRL1	RELT	0.4871	0.7327	0.5380	0.7783	0.0000
ACVRL1	SNCG	ACVRL1	SNCG	0.4350	0.5747	0.5398	1.2230	0.0000
ACVRL1	TGFBR2	ACVRL1	TGFBR2	0.5766	0.8074	0.6383	0.9509	0.0000
ACVRL1	TNFRSF19	ACVRL1	TNFRSF19	0.4814	0.7544	0.5464	0.9217	0.0000
ACY1	ACP5	ACY1	ACP5	0.2694	0.4510	0.4577	0.2783	0.0000
ACY1	ADH4	ACY1	ADH4	0.6031	0.7339	0.7437	0.8451	0.0000
ACY1	AGXT	ACY1	AGXT	0.5820	0.7262	0.7138	0.8715	0.0000
ACY1	ALDH1A1	ACY1	ALDH1A1	0.4341	0.5498	0.4840	0.4772	0.0000
ACY1	BAIAP2	ACY1	BAIAP2	0.3681	0.5165	0.4849	0.6738	0.0000
ACY1	C19ORF12	ACY1	C19ORF12	0.3275	0.5112	0.5447	0.4511	0.0000
ACY1	CD200	ACY1	CD200	0.2423	-0.3302	-0.3709	-0.1321	0.0000
ACY1	CES1	ACY1	CES1	0.3904	0.6136	0.6189	0.8346	0.0000
ACY1	CRNN	ACY1	CRNN	0.2201	-0.2158	-0.2619	-0.2124	0.0000
ACY1	DCXR	ACY1	DCXR	0.5201	0.6849	0.6403	0.5437	0.0000
ACY1	DDC	ACY1	DDC	0.2736	0.4082	0.3156	0.3387	0.0000
ACY1	GGT1	ACY1	GGT1	0.3601	0.5600	0.5750	0.5010	0.0000
ACY1	HAO1	ACY1	HAO1	0.5356	0.6962	0.6824	1.1979	0.0000
ACY1	KRT18	ACY1	KRT18	0.4183	0.5521	0.5498	0.8394	0.0000
ACY1	KYNU	ACY1	KYNU	0.5223	0.6806	0.6394	0.4864	0.0000
ACY1	MME	ACY1	MME	0.3642	0.5704	0.5740	0.6357	0.0000
ACY1	MOG	ACY1	MOG	0.2879	-0.4085	-0.4357	-0.2705	0.0000
ACY1	NT5E	ACY1	NT5E	0.3428	0.5256	0.5202	0.5436	0.0000
ACY1	PTS	ACY1	PTS	0.4421	0.6604	0.6724	0.9017	0.0000
ACY1	REG4	ACY1	REG4	0.2333	-0.3043	-0.3455	-0.2239	0.0000
ACY1	SCLY	ACY1	SCLY	0.7212	0.8162	0.8011	0.6602	0.0000
ACY1	SIGLEC7	ACY1	SIGLEC7	0.2404	0.3291	0.3044	0.1270	0.0000
ACY1	THOP1	ACY1	THOP1	0.3277	0.5046	0.5274	0.3123	0.0000
ADA	BLM	ADA	BLM	0.2834	0.4379	0.4093	0.3916	0.0000
ADA	IGFBP4	ADA	IGFBP4	0.3238	-0.4030	-0.4300	-0.9171	0.0000
ADA	NAMPT	ADA	NAMPT	0.2854	0.3735	0.4184	0.6289	0.0000
ADA	PPCDC	ADA	PPCDC	0.3273	0.4482	0.3958	0.5349	0.0000
ADA	THOP1	ADA	THOP1	0.2675	0.4279	0.3586	0.5380	0.0000
ADA2	ADGRE5	ADA2	ADGRE5	0.3098	0.4451	0.4222	0.4341	0.0000
ADA2	ADGRG1	ADA2	ADGRG1	0.2986	0.4585	0.4651	1.0354	0.0000
ADA2	CD163	ADA2	CD163	0.3099	0.5478	0.5473	0.5438	0.0000
ADA2	CD1C	ADA2	CD1C	0.3286	-0.2557	-0.2939	-0.3113	0.0000
ADA2	ICAM1	ADA2	ICAM1	0.2655	0.4059	0.4111	0.3166	0.0000
ADA2	ITGAV	ADA2	ITGAV	0.3154	-0.3885	-0.4002	-0.2846	0.0000
ADA2	MSR1	ADA2	MSR1	0.3102	0.4994	0.4713	0.6360	0.0000
ADA2	THPO	ADA2	THPO	0.2560	-0.3672	-0.4145	-0.3823	0.0000
ADA2	VCAM1	ADA2	VCAM1	0.3354	0.4709	0.4721	0.4504	0.0000
ADAM.22	ADAM.23	ADAM.22	ADAM.23	0.2898	0.4773	0.5006	0.3822	0.0000
ADAM.22	ADGRB3	ADAM.22	ADGRB3	0.3135	0.5333	0.5297	0.4380	0.0000
ADAM.22	CD200	ADAM.22	CD200	0.3497	0.4999	0.5117	0.3528	0.0000
ADAM.22	CD207	ADAM.22	CD207	0.3502	0.5140	0.5042	0.5746	0.0000
ADAM.22	CD83	ADAM.22	CD83	0.3425	0.4877	0.5169	0.4460	0.0000
ADAM.22	CLMP	ADAM.22	CLMP	0.3675	0.5342	0.5212	0.3436	0.0000
ADAM.22	CST6	ADAM.22	CST6	0.3620	0.4796	0.4837	0.6362	0.0000
ADAM.22	DLK1	ADAM.22	DLK1	0.3870	0.5787	0.5639	0.8233	0.0000
ADAM.22	DRAXIN	ADAM.22	DRAXIN	0.2948	0.4711	0.4831	0.7569	0.0000
ADAM.22	DSG3	ADAM.22	DSG3	0.3609	0.5641	0.5759	0.6251	0.0000
ADAM.22	EPHB6	ADAM.22	EPHB6	0.4146	0.6473	0.6697	0.5836	0.0000
ADAM.22	FAM3B	ADAM.22	FAM3B	0.3007	0.4908	0.4872	0.5447	0.0000
ADAM.22	FLRT2	ADAM.22	FLRT2	0.3296	0.4850	0.5026	0.4126	0.0000
ADAM.22	GFRA3	ADAM.22	GFRA3	0.3882	0.6388	0.6423	0.5731	0.0000
ADAM.22	ISM1	ADAM.22	ISM1	0.2542	0.4854	0.4720	0.4960	0.0000
ADAM.22	JAMB	ADAM.22	JAMB	0.4114	0.5645	0.6156	0.5266	0.0000
ADAM.22	KAZALD1	ADAM.22	KAZALD1	0.2577	0.3474	0.3912	0.4051	0.0000
ADAM.22	KLK6	ADAM.22	KLK6	0.3261	0.3983	0.5097	0.3868	0.0000
ADAM.22	KLK8	ADAM.22	KLK8	0.3563	0.5480	0.5486	0.6261	0.0000
ADAM.22	NPPC	ADAM.22	NPPC	0.3896	0.5956	0.6180	1.0784	0.0000
ADAM.22	OGN	ADAM.22	OGN	0.4305	0.6165	0.6280	1.0665	0.0000
ADAM.22	PTGDS	ADAM.22	PTGDS	0.4096	0.5061	0.5211	0.4732	0.0000
ADAM.22	PTPRN2	ADAM.22	PTPRN2	0.3864	0.5058	0.5366	0.6562	0.0000
ADAM.22	RGMB	ADAM.22	RGMB	0.3878	0.5971	0.6235	0.4377	0.0000
ADAM.22	ROR1	ADAM.22	ROR1	0.4600	0.7049	0.6945	0.6897	0.0000
ADAM.22	TAFA5	ADAM.22	TAFA5	0.4675	0.6581	0.6697	0.8881	0.0000
ADAM.22	VWC2	ADAM.22	VWC2	0.3473	0.5715	0.6074	0.6610	0.0000
ADAM.22	WARS	ADAM.22	WARS	0.3970	-0.5696	-0.5798	-0.9515	0.0000
ADAM.23	ADAM.22	ADAM.23	ADAM.22	0.2898	0.4773	0.5006	0.5960	0.0000
ADAM.23	CTSS	ADAM.23	CTSS	0.2284	-0.1098	-0.1979	-0.1151	0.0199
ADAM.23	DSG3	ADAM.23	DSG3	0.3055	0.4950	0.4767	0.6850	0.0000
ADAM.23	GFRA3	ADAM.23	GFRA3	0.2972	0.5079	0.5282	0.5690	0.0000
ADAM.23	KIRREL2	ADAM.23	KIRREL2	0.2412	0.2899	0.3176	0.3705	0.0000
ADAM.23	KLK8	ADAM.23	KLK8	0.3200	0.4446	0.4263	0.6343	0.0000
ADAM.23	PON3	ADAM.23	PON3	0.2709	0.1407	0.1737	0.1856	0.0028
ADAM.23	PRTG	ADAM.23	PRTG	0.2730	0.3737	0.4084	0.3732	0.0000
ADAM.23	ROR1	ADAM.23	ROR1	0.2832	0.4403	0.4576	0.5379	0.0000
ADAM.23	TNFRSF1B	ADAM.23	TNFRSF1B	0.3257	-0.0763	-0.1611	-0.1365	0.1063
ADAM15	BOC	ADAM15	BOC	0.3044	0.5307	0.5406	0.5561	0.0000
ADAM15	CDH5	ADAM15	CDH5	0.2751	0.4223	0.4413	0.4235	0.0000
ADAM15	IL7R	ADAM15	IL7R	0.2989	0.3931	0.4171	0.7201	0.0000
ADAM15	LILRB5	ADAM15	LILRB5	0.2166	0.1566	0.2373	0.3189	0.0009
ADAM15	PRTG	ADAM15	PRTG	0.3075	0.3726	0.4509	0.3790	0.0000
ADAM15	PTPRM	ADAM15	PTPRM	0.2767	0.4606	0.5053	0.4108	0.0000
ADAM8	BID	ADAM8	BID	0.3137	0.1705	0.0971	0.3443	0.0003
ADAM8	CEACAM8	ADAM8	CEACAM8	0.3085	0.4662	0.4442	0.7764	0.0000
ADAM8	CLEC5A	ADAM8	CLEC5A	0.2974	0.4803	0.4708	0.7381	0.0000
ADAM8	CLEC6A	ADAM8	CLEC6A	0.2918	0.4438	0.4402	0.8839	0.0000
ADAM8	FEN1	ADAM8	FEN1	0.3140	0.4028	0.2596	1.3720	0.0000
ADAM8	FGR	ADAM8	FGR	0.3203	0.3143	0.2641	0.5991	0.0000
ADAM8	LBR	ADAM8	LBR	0.3873	0.5055	0.4699	1.0271	0.0000
ADAM8	MPO	ADAM8	MPO	0.3128	0.4514	0.4358	0.8553	0.0000
ADAM8	OLR1	ADAM8	OLR1	0.3078	0.4781	0.3791	1.1097	0.0000
ADAM8	PGLYRP1	ADAM8	PGLYRP1	0.2889	0.4172	0.4026	0.6468	0.0000
ADAMTS13	BAG3	ADAMTS13	BAG3	0.1847	-0.2674	-0.2305	-0.3531	0.0000
ADAMTS13	CDHR5	ADAMTS13	CDHR5	0.2486	0.2883	0.3053	0.3066	0.0000
ADAMTS13	CNTN3	ADAMTS13	CNTN3	0.2300	0.2840	0.3021	0.2711	0.0000
ADAMTS13	CXCL14	ADAMTS13	CXCL14	0.2440	-0.3435	-0.3246	-0.5270	0.0000
ADAMTS13	DRAXIN	ADAMTS13	DRAXIN	0.2381	-0.2965	-0.2532	-0.5737	0.0000
ADAMTS13	EGFR	ADAMTS13	EGFR	0.3184	0.4983	0.5313	0.3870	0.0000
ADAMTS13	KDR	ADAMTS13	KDR	0.3027	0.3951	0.4441	0.4021	0.0000
ADAMTS13	LAMP2	ADAMTS13	LAMP2	0.3101	0.4166	0.4529	0.3183	0.0000
ADAMTS13	NOTCH1	ADAMTS13	NOTCH1	0.2474	0.4193	0.4442	0.2456	0.0000
ADAMTS13	RET	ADAMTS13	RET	0.2855	0.5156	0.4311	0.8533	0.0000
ADAMTS13	RSPO1	ADAMTS13	RSPO1	0.2786	-0.4016	-0.4216	-1.1405	0.0000
ADAMTS13	RSPO3	ADAMTS13	RSPO3	0.2951	-0.4154	-0.4209	-0.7464	0.0000
ADAMTS13	WFIKKN1	ADAMTS13	WFIKKN1	0.2630	0.2945	0.3337	0.4260	0.0000
ADAMTS15	BMP6	ADAMTS15	BMP6	0.2509	0.3978	0.2511	0.3260	0.0000
ADAMTS15	CALB2	ADAMTS15	CALB2	0.2245	0.3104	0.2990	0.3365	0.0000
ADAMTS15	CHRDL1	ADAMTS15	CHRDL1	0.2494	0.4238	0.3789	0.3118	0.0000
ADAMTS15	CHRDL2	ADAMTS15	CHRDL2	0.1856	0.3445	0.3284	0.3352	0.0000
ADAMTS15	CLMP	ADAMTS15	CLMP	0.2430	0.3508	0.3659	0.1624	0.0000
ADAMTS15	CLTA	ADAMTS15	CLTA	0.1794	-0.3017	-0.3214	-0.2083	0.0000
ADAMTS15	CRISP2	ADAMTS15	CRISP2	0.1846	-0.2314	-0.2316	-0.2217	0.0000
ADAMTS15	ISM1	ADAMTS15	ISM1	0.2263	0.4223	0.4064	0.3106	0.0000
ADAMTS15	MEPE	ADAMTS15	MEPE	0.2356	0.2868	0.2683	0.1690	0.0000
ADAMTS15	NCAM1	ADAMTS15	NCAM1	0.1968	-0.2935	-0.3237	-0.1562	0.0000
ADAMTS15	NPY	ADAMTS15	NPY	0.2629	0.4097	0.4039	0.4068	0.0000
ADAMTS15	OMD	ADAMTS15	OMD	0.1977	0.1715	0.0926	0.1325	0.0003
ADAMTS15	PRDX5	ADAMTS15	PRDX5	0.2160	0.0974	0.2176	0.0922	0.0391
ADAMTS15	RAB6A	ADAMTS15	RAB6A	0.2851	-0.5016	-0.4120	-0.6111	0.0000
ADAMTS15	STC2	ADAMTS15	STC2	0.2332	0.4371	0.3735	0.2459	0.0000
ADAMTS15	TAFA5	ADAMTS15	TAFA5	0.2498	0.3979	0.3858	0.3866	0.0000
ADAMTS15	TGFBR3	ADAMTS15	TGFBR3	0.2744	0.4715	0.3479	0.3883	0.0000
ADAMTS16	CXCL17	ADAMTS16	CXCL17	0.2586	0.2767	0.3495	0.5575	0.0000
ADAMTS16	EDA2R	ADAMTS16	EDA2R	0.3012	0.3688	0.5320	0.9039	0.0000
ADAMTS16	KLK4	ADAMTS16	KLK4	0.2912	0.3739	0.4494	1.0592	0.0000
ADAMTS16	PRELP	ADAMTS16	PRELP	0.2666	0.2374	0.4180	0.1785	0.0000
ADAMTS16	WNT9A	ADAMTS16	WNT9A	0.3179	0.3683	0.5144	0.4635	0.0000
ADAMTS8	ANGPTL7	ADAMTS8	ANGPTL7	0.1650	0.0523	0.0599	0.0647	0.2686
ADAMTS8	CD163	ADAMTS8	CD163	0.2063	-0.1151	-0.1892	-0.1395	0.0147
ADAMTS8	FGF5	ADAMTS8	FGF5	0.1782	0.1646	0.1558	0.1803	0.0005
ADAMTS8	GHRL	ADAMTS8	GHRL	0.2008	0.2369	0.2307	0.6464	0.0000
ADAMTS8	MYOC	ADAMTS8	MYOC	0.2201	0.3948	0.3783	0.6384	0.0000
ADCYAP1R1	AMBN	ADCYAP1R1	AMBN	0.3032	0.3305	0.5083	0.2658	0.0000
ADCYAP1R1	ARTN	ADCYAP1R1	ARTN	0.1975	0.2933	0.3019	0.3013	0.0000
ADCYAP1R1	ATP6AP2	ADCYAP1R1	ATP6AP2	0.2175	0.2271	0.2969	0.2148	0.0000
ADCYAP1R1	BETANGF	ADCYAP1R1	BETANGF	0.3027	0.3980	0.5216	0.2950	0.0000
ADCYAP1R1	CA11	ADCYAP1R1	CA11	0.2893	0.3241	0.5164	0.2574	0.0000
ADCYAP1R1	EIF5A	ADCYAP1R1	EIF5A	0.2566	0.3392	0.4197	0.2786	0.0000
ADCYAP1R1	F9	ADCYAP1R1	F9	0.2132	0.1053	0.3111	0.0611	0.0257
ADCYAP1R1	GHRHR	ADCYAP1R1	GHRHR	0.2281	0.2533	0.3298	0.3660	0.0000
ADCYAP1R1	GKN1	ADCYAP1R1	GKN1	0.2852	0.3232	0.4882	0.2782	0.0000
ADCYAP1R1	IL17A	ADCYAP1R1	IL17A	0.1852	0.2061	0.2727	0.2538	0.0000
ADCYAP1R1	IL1A	ADCYAP1R1	IL1A	0.1881	0.1197	0.2189	0.1800	0.0111
ADCYAP1R1	IL2	ADCYAP1R1	IL2	0.2175	0.2574	0.3704	0.2394	0.0000
ADCYAP1R1	KCNIP4	ADCYAP1R1	KCNIP4	0.2252	0.4271	0.4875	0.4829	0.0000
ADCYAP1R1	KRT14	ADCYAP1R1	KRT14	0.2872	0.3279	0.4745	0.2471	0.0000
ADCYAP1R1	LYPD1	ADCYAP1R1	LYPD1	0.2398	0.2240	0.4056	0.3215	0.0000
ADCYAP1R1	NTF4	ADCYAP1R1	NTF4	0.2321	0.3378	0.4368	0.2912	0.0000
ADCYAP1R1	PCDH1	ADCYAP1R1	PCDH1	0.2599	0.2544	0.4291	0.1232	0.0000
ADCYAP1R1	PODXL	ADCYAP1R1	PODXL	0.2804	0.3798	0.4720	0.1939	0.0000
ADCYAP1R1	PPM1A	ADCYAP1R1	PPM1A	0.2946	0.3840	0.3810	0.3008	0.0000
ADCYAP1R1	PSMA1	ADCYAP1R1	PSMA1	0.2919	0.3330	0.4217	0.3232	0.0000
ADCYAP1R1	RANGAP1	ADCYAP1R1	RANGAP1	0.2675	0.2900	0.4337	0.3485	0.0000
ADCYAP1R1	TP53INP1	ADCYAP1R1	TP53INP1	0.2936	0.3609	0.5098	0.3147	0.0000
ADGRB3	ADAM.22	ADGRB3	ADAM.22	0.3135	0.5333	0.5297	0.6493	0.0000
ADGRB3	ADGRG1	ADGRB3	ADGRG1	0.2320	0.0518	0.0360	0.1493	0.2730
ADGRB3	CST6	ADGRB3	CST6	0.2544	0.4129	0.3652	0.6668	0.0000
ADGRB3	FGF5	ADGRB3	FGF5	0.2207	0.3074	0.2994	0.3516	0.0000
ADGRB3	GGT5	ADGRB3	GGT5	0.2610	0.4535	0.4383	0.3443	0.0000
ADGRB3	ICOSLG	ADGRB3	ICOSLG	0.2604	0.4260	0.3761	0.3718	0.0000
ADGRB3	TAFA5	ADGRB3	TAFA5	0.2934	0.5146	0.4418	0.8456	0.0000
ADGRB3	TNFRSF21	ADGRB3	TNFRSF21	0.3078	0.4274	0.3678	0.3795	0.0000
ADGRE2	ADGRE5	ADGRE2	ADGRE5	0.8372	0.8281	0.8429	1.1193	0.0000
ADGRE2	CD48	ADGRE2	CD48	0.3954	0.6057	0.5751	0.7011	0.0000
ADGRE2	MSR1	ADGRE2	MSR1	0.3769	0.5350	0.5161	0.9442	0.0000
ADGRE2	PCDH17	ADGRE2	PCDH17	0.3322	0.4831	0.5069	0.8080	0.0000
ADGRE2	PLXNB2	ADGRE2	PLXNB2	0.3401	0.5293	0.4323	0.6114	0.0000
