source	target	source.symbol	target.symbol	MI	pearson	spearman	slope	p-value
ABL1	HMOX2	ABL1	HMOX2	1.0315	0.9130	0.9301	0.9333	0.0000
ABL1	IRAK1	ABL1	IRAK1	1.1520	0.9659	0.9621	0.8578	0.0000
ABL1	LACTB2	ABL1	LACTB2	1.0016	0.9239	0.9271	0.8510	0.0000
ABL1	LAT2	ABL1	LAT2	0.9444	0.9188	0.9246	1.0734	0.0000
ABL1	MED18	ABL1	MED18	1.1042	0.9120	0.9151	0.9121	0.0000
ABL1	MITD1	ABL1	MITD1	1.0915	0.8673	0.8860	0.9482	0.0000
ABL1	NUB1	ABL1	NUB1	1.0432	0.9400	0.9313	1.1268	0.0000
ABL1	PPP1R2	ABL1	PPP1R2	1.0505	0.9473	0.9454	0.8992	0.0000
ABL1	PREB	ABL1	PREB	0.8791	0.8556	0.8455	0.5460	0.0000
ABL1	SAMD9L	ABL1	SAMD9L	0.7844	0.8281	0.8019	0.9901	0.0000
ABL1	SRPK2	ABL1	SRPK2	1.1125	0.9482	0.9506	1.1720	0.0000
ABL1	TARBP2	ABL1	TARBP2	1.1609	0.9595	0.9600	1.1285	0.0000
ACAA1	AMFR	ACAA1	AMFR	0.6019	0.7196	0.7540	0.4742	0.0000
ACAA1	COL18A1	ACAA1	COL18A1	0.6579	-0.6655	-0.7689	-0.2839	0.0000
ACAA1	EGFR	ACAA1	EGFR	0.6060	-0.5655	-0.6331	-0.2594	0.0000
ACAA1	GFER	ACAA1	GFER	0.6929	0.7342	0.7828	0.6223	0.0000
ACAA1	HBQ1	ACAA1	HBQ1	0.4879	-0.4795	-0.5278	-0.3347	0.0001
ACAA1	LAP3	ACAA1	LAP3	0.6588	0.6982	0.7310	0.6432	0.0000
ACAA1	NCAM1	ACAA1	NCAM1	0.6679	-0.6594	-0.7260	-0.3001	0.0000
ACAA1	PTPRF	ACAA1	PTPRF	0.6224	-0.5803	-0.6474	-0.2539	0.0000
ACAA1	SELPLG	ACAA1	SELPLG	0.6478	-0.5122	-0.5704	-0.2145	0.0000
ACAA1	STK24	ACAA1	STK24	0.8091	0.5387	0.6781	0.4371	0.0000
ACAN	ADCYAP1R1	ACAN	ADCYAP1R1	0.5913	0.6560	0.6698	0.5886	0.0000
ACAN	B4GAT1	ACAN	B4GAT1	0.6256	0.7296	0.7150	0.8433	0.0000
ACAN	CDH5	ACAN	CDH5	0.7260	0.8133	0.7801	1.2488	0.0000
ACAN	DFFA	ACAN	DFFA	0.7180	-0.7921	-0.8024	-1.4774	0.0000
ACAN	F9	ACAN	F9	0.6439	0.6972	0.7329	0.7544	0.0000
ACAN	FAP	ACAN	FAP	0.5867	0.7381	0.7579	1.0411	0.0000
ACAN	GPNMB	ACAN	GPNMB	0.7116	0.7785	0.8175	0.9094	0.0000
ACAN	HSPA1A	ACAN	HSPA1A	0.7959	-0.8072	-0.8268	-1.9814	0.0000
ACAN	LBR	ACAN	LBR	0.7045	-0.7705	-0.7854	-2.1393	0.0000
ACAN	NCAM1	ACAN	NCAM1	0.6648	0.7781	0.7669	0.9495	0.0000
ACAN	OMD	ACAN	OMD	0.5548	0.6916	0.7383	0.9857	0.0000
ACAN	PRELP	ACAN	PRELP	0.7058	0.8160	0.8092	0.9570	0.0000
ACAN	SCARA5	ACAN	SCARA5	0.6056	0.6944	0.7491	1.0234	0.0000
ACAN	SEMA7A	ACAN	SEMA7A	0.6077	0.5332	0.6026	0.5234	0.0000
ACE2	ACP5	ACE2	ACP5	0.5232	0.6345	0.6912	0.5541	0.0000
ACE2	BAIAP2	ACE2	BAIAP2	0.5792	0.5674	0.5441	0.8910	0.0000
ACE2	CCL18	ACE2	CCL18	0.5061	0.4881	0.5970	0.6336	0.0000
ACE2	CDH2	ACE2	CDH2	0.5681	0.6640	0.6806	0.6033	0.0000
ACE2	FUCA1	ACE2	FUCA1	0.4737	0.3201	0.3978	0.3713	0.0099
ACE2	GGT1	ACE2	GGT1	0.5650	0.7446	0.7648	0.6788	0.0000
ACE2	ICAM1	ACE2	ICAM1	0.5769	0.6889	0.7240	0.5774	0.0000
ACE2	MME	ACE2	MME	0.4180	0.6295	0.6143	0.7672	0.0000
ACE2	MMP7	ACE2	MMP7	0.4749	0.6108	0.6546	0.6170	0.0000
ACE2	NOS3	ACE2	NOS3	0.4721	0.4823	0.5678	0.4296	0.0001
ACE2	PIGR	ACE2	PIGR	0.5431	0.6631	0.7054	0.5286	0.0000
ACE2	RTN4R	ACE2	RTN4R	0.5572	0.5449	0.5741	0.5048	0.0000
ACE2	SSC5D	ACE2	SSC5D	0.5732	0.6242	0.6778	0.5914	0.0000
ACE2	TIMP4	ACE2	TIMP4	0.4917	0.5081	0.4857	0.3932	0.0000
ACOX1	ITGB2	ACOX1	ITGB2	0.4621	-0.6060	-0.6397	-0.5741	0.0000
ACOX1	TPT1	ACOX1	TPT1	0.5167	0.4436	0.4461	0.6050	0.0002
ACOX1	TXNDC5	ACOX1	TXNDC5	0.7154	0.6396	0.6536	1.0631	0.0000
ACP5	ACE2	ACP5	ACE2	0.5232	0.6345	0.6912	0.7266	0.0000
ACP5	IL18R1	ACP5	IL18R1	0.4820	0.6427	0.6824	0.6468	0.0000
ACP5	IL5RA	ACP5	IL5RA	0.4817	0.3026	0.2989	0.3584	0.0151
ACP5	NOMO1	ACP5	NOMO1	0.4811	0.6100	0.6122	0.3240	0.0000
ACP5	NRP2	ACP5	NRP2	0.5144	0.7977	0.7904	0.6106	0.0000
ACP5	PLXNB2	ACP5	PLXNB2	0.5077	0.7404	0.7399	0.5262	0.0000
ACP5	SFRP1	ACP5	SFRP1	0.3809	0.4177	0.4719	0.6332	0.0006
ACP5	TXNDC15	ACP5	TXNDC15	0.4926	0.6356	0.6677	0.4791	0.0000
ACP6	CHIT1	ACP6	CHIT1	0.3556	-0.0454	-0.2482	-0.1659	0.7219
ACP6	MLN	ACP6	MLN	0.4378	-0.1965	-0.2369	-0.3940	0.1196
ACTA2	ANXA10	ACTA2	ANXA10	0.4333	0.4887	0.4585	0.6468	0.0000
ACTA2	EDA2R	ACTA2	EDA2R	0.4753	0.5588	0.5773	0.5923	0.0000
ACTA2	EPHX2	ACTA2	EPHX2	0.3915	0.2854	0.1368	0.2485	0.0223
ACTA2	GFAP	ACTA2	GFAP	0.3703	0.2666	0.4671	0.3107	0.0332
ACTA2	GKN1	ACTA2	GKN1	0.3731	0.2163	0.2948	0.0972	0.0860
ACTA2	LAYN	ACTA2	LAYN	0.5939	0.5964	0.4686	0.5677	0.0000
ACTA2	NEFL	ACTA2	NEFL	0.4998	0.6067	0.6064	0.7192	0.0000
ACTA2	VMO1	ACTA2	VMO1	0.3977	0.4906	0.4861	0.4707	0.0000
ACTA2	WFDC2	ACTA2	WFDC2	0.4805	0.5120	0.4441	0.5584	0.0000
ACTN4	CEACAM5	ACTN4	CEACAM5	0.3638	0.1234	0.2051	0.2526	0.3314
ACTN4	CLEC5A	ACTN4	CLEC5A	0.4650	0.4632	0.4920	0.8409	0.0001
ACTN4	SCGB3A2	ACTN4	SCGB3A2	0.4412	0.2551	0.3119	0.6465	0.0419
ACVRL1	BAG3	ACVRL1	BAG3	0.7902	0.6664	0.7998	0.7939	0.0000
ACVRL1	CD302	ACVRL1	CD302	0.7121	0.8886	0.8574	0.9726	0.0000
ACVRL1	CD4	ACVRL1	CD4	0.6792	0.8004	0.8254	0.6485	0.0000
ACVRL1	CD59	ACVRL1	CD59	0.7719	0.7951	0.7507	0.5813	0.0000
ACVRL1	CD99	ACVRL1	CD99	0.6729	0.8325	0.7949	0.5932	0.0000
ACVRL1	CDH3	ACVRL1	CDH3	0.7089	0.8505	0.8354	1.0268	0.0000
ACVRL1	CDSN	ACVRL1	CDSN	0.6410	0.7989	0.7880	0.8148	0.0000
ACVRL1	CGREF1	ACVRL1	CGREF1	0.6906	0.8183	0.7950	0.7461	0.0000
ACVRL1	CHRDL1	ACVRL1	CHRDL1	0.6864	0.5824	0.6218	0.4907	0.0000
ACVRL1	CLEC1A	ACVRL1	CLEC1A	0.7192	0.8718	0.8374	0.8633	0.0000
ACVRL1	COLEC12	ACVRL1	COLEC12	0.8423	0.8565	0.8741	0.7682	0.0000
ACVRL1	COMP	ACVRL1	COMP	0.6735	0.2985	0.4845	0.4281	0.0166
ACVRL1	CST3	ACVRL1	CST3	0.8747	0.7964	0.8799	0.8074	0.0000
ACVRL1	EFNA4	ACVRL1	EFNA4	0.9059	0.9206	0.8977	1.0092	0.0000
ACVRL1	EPHB4	ACVRL1	EPHB4	0.7785	0.8641	0.8963	0.7192	0.0000
ACVRL1	HSPB6	ACVRL1	HSPB6	0.6549	0.7833	0.7798	1.1054	0.0000
ACVRL1	HSPG2	ACVRL1	HSPG2	0.9040	0.8806	0.8594	0.8474	0.0000
ACVRL1	IGFBP6	ACVRL1	IGFBP6	0.7863	0.8577	0.8470	0.9007	0.0000
ACVRL1	IGFBP7	ACVRL1	IGFBP7	0.7223	0.7383	0.8096	0.6022	0.0000
ACVRL1	LAYN	ACVRL1	LAYN	0.8219	0.8766	0.8296	1.1333	0.0000
ACVRL1	LTBR	ACVRL1	LTBR	0.7839	0.8529	0.8663	0.8668	0.0000
ACVRL1	MAX	ACVRL1	MAX	0.7398	-0.7610	-0.8503	-1.7720	0.0000
ACVRL1	NPDC1	ACVRL1	NPDC1	0.8551	0.9026	0.8711	1.0250	0.0000
ACVRL1	NPPC	ACVRL1	NPPC	0.6621	0.7304	0.6980	1.0803	0.0000
ACVRL1	PGF	ACVRL1	PGF	0.8118	0.8760	0.8867	0.9117	0.0000
ACVRL1	PIK3IP1	ACVRL1	PIK3IP1	0.8644	0.9000	0.8613	0.9529	0.0000
ACVRL1	PRELP	ACVRL1	PRELP	0.7365	0.7259	0.7962	0.6021	0.0000
ACVRL1	PTGDS	ACVRL1	PTGDS	0.7643	0.8812	0.8436	0.9251	0.0000
ACVRL1	QDPR	ACVRL1	QDPR	0.7119	-0.6489	-0.7171	-0.4872	0.0000
ACVRL1	RELT	ACVRL1	RELT	0.8056	0.8811	0.8371	0.8489	0.0000
ACVRL1	SMAD1	ACVRL1	SMAD1	0.8215	-0.7609	-0.8419	-1.4975	0.0000
ACVRL1	SUSD2	ACVRL1	SUSD2	0.7123	0.3625	0.5672	0.3390	0.0032
ACVRL1	TFF3	ACVRL1	TFF3	0.7502	0.7362	0.7738	0.9509	0.0000
ACY1	ADH4	ACY1	ADH4	0.5796	0.8132	0.7797	1.1614	0.0000
ACY1	AGXT	ACY1	AGXT	0.5412	0.7520	0.7115	0.9913	0.0000
ACY1	ALDH1A1	ACY1	ALDH1A1	0.5644	0.6789	0.6286	0.5866	0.0000
ACY1	BAIAP2	ACY1	BAIAP2	0.4049	0.5706	0.6011	0.7402	0.0000
ACY1	CCL3	ACY1	CCL3	0.3903	0.0633	0.2046	0.0806	0.6191
ACY1	CES1	ACY1	CES1	0.4355	0.6590	0.6416	0.8627	0.0000
ACY1	GSTA1	ACY1	GSTA1	0.5644	0.8086	0.7692	1.3033	0.0000
ACY1	GSTA3	ACY1	GSTA3	0.5544	0.8009	0.7740	1.0671	0.0000
ACY1	HAO1	ACY1	HAO1	0.5475	0.7408	0.7164	1.4114	0.0000
ACY1	KYNU	ACY1	KYNU	0.5195	0.6988	0.6726	0.4984	0.0000
ACY1	NOMO1	ACY1	NOMO1	0.4444	0.4210	0.4901	0.1613	0.0005
ACY1	PTS	ACY1	PTS	0.5671	0.6568	0.6097	0.8719	0.0000
ACY1	SCLY	ACY1	SCLY	0.5836	0.7667	0.7584	0.5854	0.0000
ACY1	SULT2A1	ACY1	SULT2A1	0.5293	0.6015	0.5886	0.7121	0.0000
ACY1	THOP1	ACY1	THOP1	0.4440	0.5721	0.6323	0.2908	0.0000
ACY1	TLR3	ACY1	TLR3	0.4118	0.3692	0.4611	0.3019	0.0027
ADA	CCL26	ADA	CCL26	0.4114	0.3525	0.3507	0.5118	0.0043
ADA	RARRES1	ADA	RARRES1	0.3852	0.0343	0.1026	0.0187	0.7879
ADA2	CRTAM	ADA2	CRTAM	0.5395	0.6903	0.6999	0.6708	0.0000
ADA2	CXCL14	ADA2	CXCL14	0.4843	0.4395	0.5683	0.6819	0.0003
ADA2	ESAM	ADA2	ESAM	0.5273	-0.5934	-0.6721	-0.4513	0.0000
ADA2	FCRL5	ADA2	FCRL5	0.4777	0.6345	0.5801	0.8718	0.0000
ADA2	FOLR2	ADA2	FOLR2	0.5340	0.6349	0.6896	0.5836	0.0000
ADA2	ICAM3	ADA2	ICAM3	0.6629	0.7673	0.7659	0.5959	0.0000
ADA2	LY9	ADA2	LY9	0.5588	0.7813	0.7674	0.6049	0.0000
ADA2	MARCO	ADA2	MARCO	0.5143	0.7026	0.7198	0.5781	0.0000
ADA2	NOMO1	ADA2	NOMO1	0.4976	0.5612	0.5339	0.2847	0.0000
ADA2	TFRC	ADA2	TFRC	0.5447	0.6197	0.5925	0.6009	0.0000
ADA2	TNFRSF13B	ADA2	TNFRSF13B	0.4767	0.7255	0.7065	0.6167	0.0000
ADAM15	ADAMTS13	ADAM15	ADAMTS13	0.6930	0.7625	0.7661	0.8463	0.0000
ADAM15	ADGRE2	ADAM15	ADGRE2	0.7280	0.7489	0.7823	0.7073	0.0000
ADAM15	AMIGO2	ADAM15	AMIGO2	0.7329	0.7933	0.8024	0.5501	0.0000
ADAM15	CA11	ADAM15	CA11	0.6986	0.6994	0.8443	0.7005	0.0000
ADAM15	CD58	ADAM15	CD58	0.7869	0.8342	0.8411	0.8210	0.0000
ADAM15	CD63	ADAM15	CD63	0.6150	-0.3400	-0.3046	-0.3272	0.0060
ADAM15	CDH5	ADAM15	CDH5	0.8210	0.8794	0.8603	0.9820	0.0000
ADAM15	DLK1	ADAM15	DLK1	0.5911	0.4351	0.4862	0.6230	0.0003
ADAM15	ENG	ADAM15	ENG	0.8117	0.8776	0.8670	0.7725	0.0000
ADAM15	ERBB2	ADAM15	ERBB2	0.7191	0.7797	0.7789	0.8263	0.0000
ADAM15	FABP5	ADAM15	FABP5	0.6976	-0.8485	-0.8493	-1.2847	0.0000
ADAM15	FKBP5	ADAM15	FKBP5	0.7162	-0.7841	-0.7216	-1.3697	0.0000
ADAM15	GAS6	ADAM15	GAS6	0.7381	0.7889	0.8128	0.8840	0.0000
ADAM15	GFRA2	ADAM15	GFRA2	0.6949	0.8062	0.7633	0.6769	0.0000
ADAM15	GPNMB	ADAM15	GPNMB	0.7706	0.8427	0.8323	0.7159	0.0000
ADAM15	HSPA1A	ADAM15	HSPA1A	0.7717	-0.7934	-0.8112	-1.4163	0.0000
ADAM15	NME3	ADAM15	NME3	0.7309	0.7856	0.7849	0.6977	0.0000
ADAM15	NOTCH1	ADAM15	NOTCH1	0.8093	0.8648	0.8637	0.7974	0.0000
ADAM15	PRTG	ADAM15	PRTG	0.6934	0.8296	0.8243	0.7607	0.0000
ADAM15	PTPRM	ADAM15	PTPRM	0.7345	0.8489	0.8088	0.7555	0.0000
ADAM15	SERPINB1	ADAM15	SERPINB1	0.8297	-0.8186	-0.8004	-1.6697	0.0000
ADAM15	SERPINB5	ADAM15	SERPINB5	0.5729	0.3569	0.3612	0.2518	0.0038
ADAM15	TMSB10	ADAM15	TMSB10	0.7003	-0.8650	-0.8686	-1.5357	0.0000
ADAM15	TRIAP1	ADAM15	TRIAP1	0.8287	-0.8565	-0.8405	-1.3841	0.0000
ADAM15	TYRO3	ADAM15	TYRO3	0.7539	0.8529	0.8612	0.7602	0.0000
ADAM22	ADGRB3	ADAM22	ADGRB3	0.6981	0.7798	0.7709	0.6394	0.0000
ADAM22	ART3	ADAM22	ART3	0.5836	0.7358	0.7210	0.7186	0.0000
ADAM22	BSG	ADAM22	BSG	0.6485	0.7472	0.7566	0.2980	0.0000
ADAM22	CCN3	ADAM22	CCN3	0.6040	0.7378	0.7951	0.8088	0.0000
ADAM22	CD160	ADAM22	CD160	0.6360	0.7528	0.7564	0.9480	0.0000
ADAM22	CLMP	ADAM22	CLMP	0.7623	0.8473	0.8220	0.6200	0.0000
ADAM22	FGR	ADAM22	FGR	0.6997	-0.6385	-0.7399	-1.1126	0.0000
ADAM22	GFRA3	ADAM22	GFRA3	0.6830	0.8209	0.8194	0.7226	0.0000
ADAM22	ICOSLG	ADAM22	ICOSLG	0.7402	0.8535	0.8537	0.6808	0.0000
ADAM22	IGFBP6	ADAM22	IGFBP6	0.7748	0.8307	0.8091	0.7666	0.0000
ADAM22	IL10RB	ADAM22	IL10RB	0.6688	0.8048	0.7975	0.5244	0.0000
ADAM22	KLK6	ADAM22	KLK6	0.6267	0.7297	0.7278	0.6220	0.0000
ADAM22	LAP3	ADAM22	LAP3	0.6746	-0.7421	-0.7551	-1.1393	0.0000
ADAM22	MFAP5	ADAM22	MFAP5	0.6650	0.7738	0.7657	0.9851	0.0000
ADAM22	NBL1	ADAM22	NBL1	0.7929	0.8519	0.8295	0.5887	0.0000
ADAM22	NOTCH3	ADAM22	NOTCH3	0.6269	0.7187	0.7148	0.5410	0.0000
ADAM22	RGMB	ADAM22	RGMB	0.7224	0.8168	0.8170	0.6496	0.0000
ADAM22	ROR1	ADAM22	ROR1	0.7397	0.8913	0.8857	0.8717	0.0000
ADAM22	RTBDN	ADAM22	RTBDN	0.6277	0.6325	0.6490	0.5035	0.0000
ADAM22	TAFA5	ADAM22	TAFA5	0.6774	0.8242	0.8364	0.8839	0.0000
ADAM22	TNFRSF21	ADAM22	TNFRSF21	0.6953	0.8332	0.8378	0.6696	0.0000
ADAM22	TNFRSF4	ADAM22	TNFRSF4	0.6411	0.7568	0.7572	0.6240	0.0000
ADAM22	TYMP	ADAM22	TYMP	0.6710	-0.6927	-0.7025	-0.8487	0.0000
ADAM22	ZBTB16	ADAM22	ZBTB16	0.7615	-0.6890	-0.7120	-1.1835	0.0000
ADAM23	ADAMTS15	ADAM23	ADAMTS15	0.5708	0.7301	0.7557	0.7498	0.0000
ADAM23	BOC	ADAM23	BOC	0.7173	0.8496	0.8565	0.8231	0.0000
ADAM23	CD207	ADAM23	CD207	0.6339	0.8003	0.8324	0.9459	0.0000
ADAM23	CD93	ADAM23	CD93	0.7366	0.8140	0.8074	0.7981	0.0000
ADAM23	CDON	ADAM23	CDON	0.7148	0.8412	0.8479	1.2621	0.0000
ADAM23	CLTA	ADAM23	CLTA	0.5788	-0.5134	-0.6087	-0.3707	0.0000
ADAM23	CNTN4	ADAM23	CNTN4	0.7388	0.8354	0.8649	0.6982	0.0000
ADAM23	COMP	ADAM23	COMP	0.7108	0.8083	0.8189	1.0640	0.0000
ADAM23	DDX58	ADAM23	DDX58	0.6770	-0.7857	-0.8143	-2.0728	0.0000
ADAM23	DPY30	ADAM23	DPY30	0.7494	-0.8084	-0.8251	-1.8387	0.0000
ADAM23	DSG3	ADAM23	DSG3	0.6563	0.8391	0.8488	0.9096	0.0000
ADAM23	HPGDS	ADAM23	HPGDS	0.6823	0.7792	0.7756	0.6946	0.0000
ADAM23	HSPA1A	ADAM23	HSPA1A	0.6756	-0.8210	-0.8298	-1.3081	0.0000
ADAM23	HSPG2	ADAM23	HSPG2	0.7290	0.6616	0.6870	0.5844	0.0000
ADAM23	HYOU1	ADAM23	HYOU1	0.6655	0.7092	0.7489	0.3429	0.0000
ADAM23	ICOSLG	ADAM23	ICOSLG	0.7676	0.8551	0.8476	0.7124	0.0000
ADAM23	IL17D	ADAM23	IL17D	0.6829	0.6855	0.7119	0.5776	0.0000
ADAM23	LILRB5	ADAM23	LILRB5	0.5450	0.6499	0.6942	0.8738	0.0000
ADAM23	MCAM	ADAM23	MCAM	0.7256	0.8401	0.8625	0.7408	0.0000
ADAM23	MEPE	ADAM23	MEPE	0.7222	0.7965	0.7924	0.7479	0.0000
ADAM23	MFAP5	ADAM23	MFAP5	0.5951	0.7680	0.7897	1.0211	0.0000
ADAM23	MPHOSPH8	ADAM23	MPHOSPH8	0.6944	-0.7660	-0.7918	-1.1507	0.0000
ADAM23	NTRK3	ADAM23	NTRK3	0.6663	0.8269	0.8441	0.7347	0.0000
ADAM23	PTPRS	ADAM23	PTPRS	0.6650	0.8492	0.8451	0.7332	0.0000
ADAM23	SAMD9L	ADAM23	SAMD9L	0.7574	-0.8561	-0.8588	-1.5451	0.0000
ADAM23	THBS4	ADAM23	THBS4	0.6458	0.5855	0.6322	0.6923	0.0000
ADAM8	ANXA3	ADAM8	ANXA3	0.6680	-0.0757	-0.2427	-0.1162	0.5523
ADAM8	CD4	ADAM8	CD4	0.6892	0.4788	0.5517	0.3754	0.0001
ADAM8	CEACAM8	ADAM8	CEACAM8	0.4945	0.7638	0.7093	0.9637	0.0000
ADAM8	FCAR	ADAM8	FCAR	0.4726	0.6747	0.6559	0.7561	0.0000
ADAM8	ITGAM	ADAM8	ITGAM	0.5794	0.5652	0.6297	0.4480	0.0000
ADAM8	LCN2	ADAM8	LCN2	0.6273	0.6271	0.7480	0.6925	0.0000
ADAM8	MMP9	ADAM8	MMP9	0.5066	0.6472	0.6877	0.8809	0.0000
ADAM8	PGLYRP1	ADAM8	PGLYRP1	0.6140	0.5544	0.7455	0.6490	0.0000
ADAM8	SCGN	ADAM8	SCGN	0.5939	0.2232	0.2949	0.2262	0.0762
ADAM8	TGFA	ADAM8	TGFA	0.6270	0.5315	0.6920	0.6097	0.0000
ADAMTS13	ADAM15	ADAMTS13	ADAM15	0.6930	0.7625	0.7661	0.6869	0.0000
ADAMTS13	AMIGO2	ADAMTS13	AMIGO2	0.6574	0.7306	0.7821	0.4564	0.0000
ADAMTS13	CBLN4	ADAMTS13	CBLN4	0.7149	0.7976	0.8243	0.8533	0.0000
ADAMTS13	CD200R1	ADAMTS13	CD200R1	0.6159	0.7439	0.8083	0.7001	0.0000
ADAMTS13	CD22	ADAMTS13	CD22	0.6186	0.7083	0.7505	0.7400	0.0000
ADAMTS13	CLEC4C	ADAMTS13	CLEC4C	0.5222	0.7107	0.7368	0.8385	0.0000
ADAMTS13	CNTN1	ADAMTS13	CNTN1	0.7000	0.7615	0.8157	0.7455	0.0000
ADAMTS13	CNTN3	ADAMTS13	CNTN3	0.6284	0.6823	0.6561	0.6710	0.0000
ADAMTS13	CNTN4	ADAMTS13	CNTN4	0.7040	0.7631	0.7913	0.6438	0.0000
ADAMTS13	COL1A1	ADAMTS13	COL1A1	0.6787	0.5550	0.6080	0.3837	0.0000
ADAMTS13	EGFR	ADAMTS13	EGFR	0.6980	0.7800	0.8029	0.6286	0.0000
ADAMTS13	ENG	ADAMTS13	ENG	0.7326	0.8045	0.8543	0.6381	0.0000
ADAMTS13	ENPP5	ADAMTS13	ENPP5	0.6609	0.7603	0.8013	0.8606	0.0000
ADAMTS13	FCRL1	ADAMTS13	FCRL1	0.5758	0.6917	0.7278	0.8036	0.0000
ADAMTS13	FETUB	ADAMTS13	FETUB	0.6761	0.7358	0.7537	0.8369	0.0000
ADAMTS13	GDF2	ADAMTS13	GDF2	0.6490	0.7441	0.7768	0.6709	0.0000
ADAMTS13	IDS	ADAMTS13	IDS	0.6683	0.7276	0.7372	0.4495	0.0000
ADAMTS13	ILKAP	ADAMTS13	ILKAP	0.6698	-0.6710	-0.7078	-0.8657	0.0000
ADAMTS13	INPP1	ADAMTS13	INPP1	0.5791	-0.5525	-0.6489	-0.5049	0.0000
ADAMTS13	LAMP2	ADAMTS13	LAMP2	0.6334	0.7122	0.7149	0.4227	0.0000
ADAMTS13	LYPD3	ADAMTS13	LYPD3	0.6601	0.7247	0.7864	0.6521	0.0000
