source	target	relation	source_label	target_label	link_to_resource	resource
c14d1e82-bf8a-5c85-b806-4b9386ff6c8c	db816a12-c926-5222-b3ce-8a6b71fb6078	GO BP	negative regulation of cytokine production (GO:0001818)	HAVCR2	http://geneontology.org/	Gene Ontology
c14d1e82-bf8a-5c85-b806-4b9386ff6c8c	6cdbaf4e-9dcf-5df9-892c-5f07ef2b4d01	GO BP	negative regulation of cytokine production (GO:0001818)	MMP8	http://geneontology.org/	Gene Ontology
c14d1e82-bf8a-5c85-b806-4b9386ff6c8c	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	negative regulation of cytokine production (GO:0001818)	IL6	http://geneontology.org/	Gene Ontology
c14d1e82-bf8a-5c85-b806-4b9386ff6c8c	7ce6b193-498a-5a06-9a67-cccb0fa81dd0	GO BP	negative regulation of cytokine production (GO:0001818)	LGALS9	http://geneontology.org/	Gene Ontology
c14d1e82-bf8a-5c85-b806-4b9386ff6c8c	c56dc369-9f72-539c-b7fe-505e01796d54	GO BP	negative regulation of cytokine production (GO:0001818)	VSIG4	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	4c0f4b02-58e5-5379-b4ea-cd0ce15d8f23	GO BP	regulation of apoptotic process (GO:0042981)	CLEC5A	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	23247e6d-02cf-598f-8203-bb0a2cfe9677	GO BP	regulation of apoptotic process (GO:0042981)	KRT18	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	18cb2cb6-46dc-51c0-994f-c06fcf6d0d00	GO BP	regulation of apoptotic process (GO:0042981)	TNFRSF6B	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	c4772e91-694b-5fb4-9b10-33ba56dcf0cc	GO BP	regulation of apoptotic process (GO:0042981)	LGALS1	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	fa860458-bcd9-5b20-b634-80fb8e73cef7	GO BP	regulation of apoptotic process (GO:0042981)	CASP1	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	6e2660fd-77ff-5731-82cb-cd9d3d099c34	GO BP	regulation of apoptotic process (GO:0042981)	JUN	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	f350ebe0-1cc8-57d6-9388-c36b245e35e2	GO BP	regulation of apoptotic process (GO:0042981)	TRIAP1	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	e7d9f887-effd-5447-bf79-aca717fb75fe	GO BP	regulation of apoptotic process (GO:0042981)	HSPA1A	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	6dceb524-e8ff-5e21-88b6-571985b3234a	GO BP	regulation of apoptotic process (GO:0042981)	TNFRSF10B	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	97291af2-f3ac-5c33-af04-4c8f459bc783	GO BP	regulation of apoptotic process (GO:0042981)	TNFRSF10A	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	regulation of apoptotic process (GO:0042981)	IL6	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	3289929e-9df0-50df-ab2e-5510c1933db1	GO BP	regulation of apoptotic process (GO:0042981)	MNDA	http://geneontology.org/	Gene Ontology
b49b0f57-e3e3-54ae-861f-f5ab645a0642	99be7247-c9e0-5709-bd43-d2bc1c1d86ff	GO BP	regulation of apoptotic process (GO:0042981)	NPM1	http://geneontology.org/	Gene Ontology
c4a60be8-0729-5a6b-8457-42137be17780	99be7247-c9e0-5709-bd43-d2bc1c1d86ff	GO BP	negative regulation of cellular process (GO:0048523)	NPM1	http://geneontology.org/	Gene Ontology
c4a60be8-0729-5a6b-8457-42137be17780	69427862-69c9-5087-8427-9c3462416322	GO BP	negative regulation of cellular process (GO:0048523)	ING1	http://geneontology.org/	Gene Ontology
c4a60be8-0729-5a6b-8457-42137be17780	2b54303e-71a8-5c2e-b515-3f32b1dea34a	GO BP	negative regulation of cellular process (GO:0048523)	ZBTB17	http://geneontology.org/	Gene Ontology
c4a60be8-0729-5a6b-8457-42137be17780	fc163631-2d26-58ab-9141-136c329dbd76	GO BP	negative regulation of cellular process (GO:0048523)	S100A11	http://geneontology.org/	Gene Ontology
c4a60be8-0729-5a6b-8457-42137be17780	47ea48a3-499e-5e64-915d-0072b6fdb24a	GO BP	negative regulation of cellular process (GO:0048523)	FBP1	http://geneontology.org/	Gene Ontology
c4a60be8-0729-5a6b-8457-42137be17780	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	negative regulation of cellular process (GO:0048523)	IL6	http://geneontology.org/	Gene Ontology
c4a60be8-0729-5a6b-8457-42137be17780	a326b7c9-c0c1-5b0a-80eb-8e98aecb4457	GO BP	negative regulation of cellular process (GO:0048523)	DDAH1	http://geneontology.org/	Gene Ontology
c4a60be8-0729-5a6b-8457-42137be17780	e7d9f887-effd-5447-bf79-aca717fb75fe	GO BP	negative regulation of cellular process (GO:0048523)	HSPA1A	http://geneontology.org/	Gene Ontology
c4a60be8-0729-5a6b-8457-42137be17780	f6e6de24-5d25-5c15-add3-35681997f1d1	GO BP	negative regulation of cellular process (GO:0048523)	CXCL8	http://geneontology.org/	Gene Ontology
c4a60be8-0729-5a6b-8457-42137be17780	0b9ec1a9-dcf4-59f9-b088-7578c5e61749	GO BP	negative regulation of cellular process (GO:0048523)	AGR2	http://geneontology.org/	Gene Ontology
46b1f33e-2c58-52da-8f88-6ae1961c5b67	97291af2-f3ac-5c33-af04-4c8f459bc783	GO BP	cellular response to mechanical stimulus (GO:0071260)	TNFRSF10A	http://geneontology.org/	Gene Ontology
46b1f33e-2c58-52da-8f88-6ae1961c5b67	fa860458-bcd9-5b20-b634-80fb8e73cef7	GO BP	cellular response to mechanical stimulus (GO:0071260)	CASP1	http://geneontology.org/	Gene Ontology
46b1f33e-2c58-52da-8f88-6ae1961c5b67	09cc5bee-2600-56f1-9276-65ff2a318c4c	GO BP	cellular response to mechanical stimulus (GO:0071260)	TNFRSF1A	http://geneontology.org/	Gene Ontology
46b1f33e-2c58-52da-8f88-6ae1961c5b67	6dceb524-e8ff-5e21-88b6-571985b3234a	GO BP	cellular response to mechanical stimulus (GO:0071260)	TNFRSF10B	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	d0ad6b41-ac06-5b4f-af53-5ad861301e44	GO BP	cellular response to cytokine stimulus (GO:0071345)	SDC1	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	09cc5bee-2600-56f1-9276-65ff2a318c4c	GO BP	cellular response to cytokine stimulus (GO:0071345)	TNFRSF1A	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	f5d76ceb-f96f-5eaf-a311-22fd79d46fb8	GO BP	cellular response to cytokine stimulus (GO:0071345)	IL1RN	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	f6e6de24-5d25-5c15-add3-35681997f1d1	GO BP	cellular response to cytokine stimulus (GO:0071345)	CXCL8	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	54c41fd6-7bae-55ca-8927-d1ebc4020158	GO BP	cellular response to cytokine stimulus (GO:0071345)	CCL7	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	716d876a-f512-5748-bf63-b9399329256f	GO BP	cellular response to cytokine stimulus (GO:0071345)	CHI3L1	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	3289929e-9df0-50df-ab2e-5510c1933db1	GO BP	cellular response to cytokine stimulus (GO:0071345)	MNDA	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	cellular response to cytokine stimulus (GO:0071345)	IL6	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	7ce6b193-498a-5a06-9a67-cccb0fa81dd0	GO BP	cellular response to cytokine stimulus (GO:0071345)	LGALS9	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	417ce43b-2b03-59fe-bf79-88b846587422	GO BP	cellular response to cytokine stimulus (GO:0071345)	GBP2	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	fa860458-bcd9-5b20-b634-80fb8e73cef7	GO BP	cellular response to cytokine stimulus (GO:0071345)	CASP1	http://geneontology.org/	Gene Ontology
6a290ffa-1833-5b87-80c7-f65b2aee07ab	c3ef122b-f69f-5433-b729-309b8caa78af	GO BP	cellular response to cytokine stimulus (GO:0071345)	CCL20	http://geneontology.org/	Gene Ontology
2523694b-c967-5fbe-a2e2-67e44f23f37e	716d876a-f512-5748-bf63-b9399329256f	GO BP	positive regulation of interleukin-8 production (GO:0032757)	CHI3L1	http://geneontology.org/	Gene Ontology
2523694b-c967-5fbe-a2e2-67e44f23f37e	7ce6b193-498a-5a06-9a67-cccb0fa81dd0	GO BP	positive regulation of interleukin-8 production (GO:0032757)	LGALS9	http://geneontology.org/	Gene Ontology
2523694b-c967-5fbe-a2e2-67e44f23f37e	e7d9f887-effd-5447-bf79-aca717fb75fe	GO BP	positive regulation of interleukin-8 production (GO:0032757)	HSPA1A	http://geneontology.org/	Gene Ontology
2523694b-c967-5fbe-a2e2-67e44f23f37e	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	positive regulation of interleukin-8 production (GO:0032757)	IL6	http://geneontology.org/	Gene Ontology
fd983639-aa79-569b-84e8-11a895ba5b84	32cb3260-c7c0-55d2-9ebe-aa9e567f2d55	GO BP	cellular response to oxygen-containing compound (GO:1901701)	EZR	http://geneontology.org/	Gene Ontology
fd983639-aa79-569b-84e8-11a895ba5b84	d7cc40a7-8fcc-5fc3-97b2-8ead8a263482	GO BP	cellular response to oxygen-containing compound (GO:1901701)	MAPK9	http://geneontology.org/	Gene Ontology
fd983639-aa79-569b-84e8-11a895ba5b84	6e2660fd-77ff-5731-82cb-cd9d3d099c34	GO BP	cellular response to oxygen-containing compound (GO:1901701)	JUN	http://geneontology.org/	Gene Ontology
fd983639-aa79-569b-84e8-11a895ba5b84	026146ad-ddf0-518c-ac23-38f34d950830	GO BP	cellular response to oxygen-containing compound (GO:1901701)	PXN	http://geneontology.org/	Gene Ontology
fd983639-aa79-569b-84e8-11a895ba5b84	fa860458-bcd9-5b20-b634-80fb8e73cef7	GO BP	cellular response to oxygen-containing compound (GO:1901701)	CASP1	http://geneontology.org/	Gene Ontology
fd983639-aa79-569b-84e8-11a895ba5b84	cd70f8d4-f9ff-5910-9a30-c51c633a472f	GO BP	cellular response to oxygen-containing compound (GO:1901701)	CXCL13	http://geneontology.org/	Gene Ontology
fd983639-aa79-569b-84e8-11a895ba5b84	f6e6de24-5d25-5c15-add3-35681997f1d1	GO BP	cellular response to oxygen-containing compound (GO:1901701)	CXCL8	http://geneontology.org/	Gene Ontology
fd983639-aa79-569b-84e8-11a895ba5b84	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	cellular response to oxygen-containing compound (GO:1901701)	IL6	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	e7d9f887-effd-5447-bf79-aca717fb75fe	GO BP	neutrophil mediated immunity (GO:0002446)	HSPA1A	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	6a70954b-1a3a-59e3-8e21-c6a218b43c0d	GO BP	neutrophil mediated immunity (GO:0002446)	CKAP4	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	neutrophil mediated immunity (GO:0002446)	IL6	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	4c0f4b02-58e5-5379-b4ea-cd0ce15d8f23	GO BP	neutrophil mediated immunity (GO:0002446)	CLEC5A	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	83e4cf29-cef8-54e0-ae0e-35fdd990d2a6	GO BP	neutrophil mediated immunity (GO:0002446)	SRP14	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	3289929e-9df0-50df-ab2e-5510c1933db1	GO BP	neutrophil mediated immunity (GO:0002446)	MNDA	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	745164eb-2295-5487-8f34-ae4e28a0beea	GO BP	neutrophil mediated immunity (GO:0002446)	FABP5	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	22ada4b8-5f6e-5119-bf2f-d648ef712ed0	GO BP	neutrophil mediated immunity (GO:0002446)	CSTB	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	fc163631-2d26-58ab-9141-136c329dbd76	GO BP	neutrophil mediated immunity (GO:0002446)	S100A11	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	6cdbaf4e-9dcf-5df9-892c-5f07ef2b4d01	GO BP	neutrophil mediated immunity (GO:0002446)	MMP8	http://geneontology.org/	Gene Ontology
6bd90d33-6386-5728-b2e5-d21c4a6447d1	716d876a-f512-5748-bf63-b9399329256f	GO BP	neutrophil mediated immunity (GO:0002446)	CHI3L1	http://geneontology.org/	Gene Ontology
71566f5f-603a-5036-977e-609b2f4edb8d	3289929e-9df0-50df-ab2e-5510c1933db1	GO BP	positive regulation of interleukin-1 production (GO:0032732)	MNDA	http://geneontology.org/	Gene Ontology
71566f5f-603a-5036-977e-609b2f4edb8d	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	positive regulation of interleukin-1 production (GO:0032732)	IL6	http://geneontology.org/	Gene Ontology
71566f5f-603a-5036-977e-609b2f4edb8d	fa860458-bcd9-5b20-b634-80fb8e73cef7	GO BP	positive regulation of interleukin-1 production (GO:0032732)	CASP1	http://geneontology.org/	Gene Ontology
71566f5f-603a-5036-977e-609b2f4edb8d	7ce6b193-498a-5a06-9a67-cccb0fa81dd0	GO BP	positive regulation of interleukin-1 production (GO:0032732)	LGALS9	http://geneontology.org/	Gene Ontology
d0afac13-b672-5079-b4f9-9e1800e05be7	c3ef122b-f69f-5433-b729-309b8caa78af	GO BP	cellular response to interferon-gamma (GO:0071346)	CCL20	http://geneontology.org/	Gene Ontology
d0afac13-b672-5079-b4f9-9e1800e05be7	7ce6b193-498a-5a06-9a67-cccb0fa81dd0	GO BP	cellular response to interferon-gamma (GO:0071346)	LGALS9	http://geneontology.org/	Gene Ontology
d0afac13-b672-5079-b4f9-9e1800e05be7	417ce43b-2b03-59fe-bf79-88b846587422	GO BP	cellular response to interferon-gamma (GO:0071346)	GBP2	http://geneontology.org/	Gene Ontology
d0afac13-b672-5079-b4f9-9e1800e05be7	54c41fd6-7bae-55ca-8927-d1ebc4020158	GO BP	cellular response to interferon-gamma (GO:0071346)	CCL7	http://geneontology.org/	Gene Ontology
d0afac13-b672-5079-b4f9-9e1800e05be7	fa860458-bcd9-5b20-b634-80fb8e73cef7	GO BP	cellular response to interferon-gamma (GO:0071346)	CASP1	http://geneontology.org/	Gene Ontology
7c822942-0e99-5849-b248-6de08b8c3d93	7ce6b193-498a-5a06-9a67-cccb0fa81dd0	GO BP	positive regulation of interleukin-1 beta production (GO:0032731)	LGALS9	http://geneontology.org/	Gene Ontology
7c822942-0e99-5849-b248-6de08b8c3d93	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	positive regulation of interleukin-1 beta production (GO:0032731)	IL6	http://geneontology.org/	Gene Ontology
7c822942-0e99-5849-b248-6de08b8c3d93	fa860458-bcd9-5b20-b634-80fb8e73cef7	GO BP	positive regulation of interleukin-1 beta production (GO:0032731)	CASP1	http://geneontology.org/	Gene Ontology
7c822942-0e99-5849-b248-6de08b8c3d93	3289929e-9df0-50df-ab2e-5510c1933db1	GO BP	positive regulation of interleukin-1 beta production (GO:0032731)	MNDA	http://geneontology.org/	Gene Ontology
dc0d2a1a-a620-59c6-82e0-a3aa74724e37	716d876a-f512-5748-bf63-b9399329256f	GO BP	inflammatory response (GO:0006954)	CHI3L1	http://geneontology.org/	Gene Ontology
dc0d2a1a-a620-59c6-82e0-a3aa74724e37	09cc5bee-2600-56f1-9276-65ff2a318c4c	GO BP	inflammatory response (GO:0006954)	TNFRSF1A	http://geneontology.org/	Gene Ontology
dc0d2a1a-a620-59c6-82e0-a3aa74724e37	54c41fd6-7bae-55ca-8927-d1ebc4020158	GO BP	inflammatory response (GO:0006954)	CCL7	http://geneontology.org/	Gene Ontology
dc0d2a1a-a620-59c6-82e0-a3aa74724e37	7ce6b193-498a-5a06-9a67-cccb0fa81dd0	GO BP	inflammatory response (GO:0006954)	LGALS9	http://geneontology.org/	Gene Ontology
dc0d2a1a-a620-59c6-82e0-a3aa74724e37	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	inflammatory response (GO:0006954)	IL6	http://geneontology.org/	Gene Ontology
dc0d2a1a-a620-59c6-82e0-a3aa74724e37	f6e6de24-5d25-5c15-add3-35681997f1d1	GO BP	inflammatory response (GO:0006954)	CXCL8	http://geneontology.org/	Gene Ontology
dc0d2a1a-a620-59c6-82e0-a3aa74724e37	c3ef122b-f69f-5433-b729-309b8caa78af	GO BP	inflammatory response (GO:0006954)	CCL20	http://geneontology.org/	Gene Ontology
dc0d2a1a-a620-59c6-82e0-a3aa74724e37	f5d76ceb-f96f-5eaf-a311-22fd79d46fb8	GO BP	inflammatory response (GO:0006954)	IL1RN	http://geneontology.org/	Gene Ontology
dc0d2a1a-a620-59c6-82e0-a3aa74724e37	cd70f8d4-f9ff-5910-9a30-c51c633a472f	GO BP	inflammatory response (GO:0006954)	CXCL13	http://geneontology.org/	Gene Ontology
81433576-4d41-5ad7-8c7d-be9b379ca933	190b262a-4e4d-58b0-b2e5-72767f443415	GO BP	cellular response to oxidative stress (GO:0034599)	NCF2	http://geneontology.org/	Gene Ontology
81433576-4d41-5ad7-8c7d-be9b379ca933	6e2660fd-77ff-5731-82cb-cd9d3d099c34	GO BP	cellular response to oxidative stress (GO:0034599)	JUN	http://geneontology.org/	Gene Ontology
81433576-4d41-5ad7-8c7d-be9b379ca933	e7d9f887-effd-5447-bf79-aca717fb75fe	GO BP	cellular response to oxidative stress (GO:0034599)	HSPA1A	http://geneontology.org/	Gene Ontology
81433576-4d41-5ad7-8c7d-be9b379ca933	026146ad-ddf0-518c-ac23-38f34d950830	GO BP	cellular response to oxidative stress (GO:0034599)	PXN	http://geneontology.org/	Gene Ontology
81433576-4d41-5ad7-8c7d-be9b379ca933	d7cc40a7-8fcc-5fc3-97b2-8ead8a263482	GO BP	cellular response to oxidative stress (GO:0034599)	MAPK9	http://geneontology.org/	Gene Ontology
c5a22a2b-3271-5920-86e0-864d5a13e884	3fe8ff34-c6f5-599d-8fca-fe03ff53ff01	GO BP	positive regulation of gene expression (GO:0010628)	POLR2F	http://geneontology.org/	Gene Ontology
c5a22a2b-3271-5920-86e0-864d5a13e884	99be7247-c9e0-5709-bd43-d2bc1c1d86ff	GO BP	positive regulation of gene expression (GO:0010628)	NPM1	http://geneontology.org/	Gene Ontology
c5a22a2b-3271-5920-86e0-864d5a13e884	32cb3260-c7c0-55d2-9ebe-aa9e567f2d55	GO BP	positive regulation of gene expression (GO:0010628)	EZR	http://geneontology.org/	Gene Ontology
c5a22a2b-3271-5920-86e0-864d5a13e884	0b9ec1a9-dcf4-59f9-b088-7578c5e61749	GO BP	positive regulation of gene expression (GO:0010628)	AGR2	http://geneontology.org/	Gene Ontology
c5a22a2b-3271-5920-86e0-864d5a13e884	d7cc40a7-8fcc-5fc3-97b2-8ead8a263482	GO BP	positive regulation of gene expression (GO:0010628)	MAPK9	http://geneontology.org/	Gene Ontology
c5a22a2b-3271-5920-86e0-864d5a13e884	6cdbaf4e-9dcf-5df9-892c-5f07ef2b4d01	GO BP	positive regulation of gene expression (GO:0010628)	MMP8	http://geneontology.org/	Gene Ontology
c5a22a2b-3271-5920-86e0-864d5a13e884	e7d9f887-effd-5447-bf79-aca717fb75fe	GO BP	positive regulation of gene expression (GO:0010628)	HSPA1A	http://geneontology.org/	Gene Ontology
c5a22a2b-3271-5920-86e0-864d5a13e884	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	positive regulation of gene expression (GO:0010628)	IL6	http://geneontology.org/	Gene Ontology
c5a22a2b-3271-5920-86e0-864d5a13e884	7ce6b193-498a-5a06-9a67-cccb0fa81dd0	GO BP	positive regulation of gene expression (GO:0010628)	LGALS9	http://geneontology.org/	Gene Ontology
c5a22a2b-3271-5920-86e0-864d5a13e884	f6e6de24-5d25-5c15-add3-35681997f1d1	GO BP	positive regulation of gene expression (GO:0010628)	CXCL8	http://geneontology.org/	Gene Ontology
9a88932d-9ef5-5a21-b650-fd99bcd44ac8	716d876a-f512-5748-bf63-b9399329256f	GO BP	cellular response to tumor necrosis factor (GO:0071356)	CHI3L1	http://geneontology.org/	Gene Ontology
9a88932d-9ef5-5a21-b650-fd99bcd44ac8	54c41fd6-7bae-55ca-8927-d1ebc4020158	GO BP	cellular response to tumor necrosis factor (GO:0071356)	CCL7	http://geneontology.org/	Gene Ontology
9a88932d-9ef5-5a21-b650-fd99bcd44ac8	f6e6de24-5d25-5c15-add3-35681997f1d1	GO BP	cellular response to tumor necrosis factor (GO:0071356)	CXCL8	http://geneontology.org/	Gene Ontology
9a88932d-9ef5-5a21-b650-fd99bcd44ac8	18cb2cb6-46dc-51c0-994f-c06fcf6d0d00	GO BP	cellular response to tumor necrosis factor (GO:0071356)	TNFRSF6B	http://geneontology.org/	Gene Ontology
9a88932d-9ef5-5a21-b650-fd99bcd44ac8	417ce43b-2b03-59fe-bf79-88b846587422	GO BP	cellular response to tumor necrosis factor (GO:0071356)	GBP2	http://geneontology.org/	Gene Ontology
9a88932d-9ef5-5a21-b650-fd99bcd44ac8	c3ef122b-f69f-5433-b729-309b8caa78af	GO BP	cellular response to tumor necrosis factor (GO:0071356)	CCL20	http://geneontology.org/	Gene Ontology
9a88932d-9ef5-5a21-b650-fd99bcd44ac8	09cc5bee-2600-56f1-9276-65ff2a318c4c	GO BP	cellular response to tumor necrosis factor (GO:0071356)	TNFRSF1A	http://geneontology.org/	Gene Ontology
e25df43a-e4cb-5de5-a0fb-10b7b62a829d	6cdbaf4e-9dcf-5df9-892c-5f07ef2b4d01	GO BP	positive regulation of intracellular signal transduction (GO:1902533)	MMP8	http://geneontology.org/	Gene Ontology
e25df43a-e4cb-5de5-a0fb-10b7b62a829d	53988cdc-b62f-508b-a4d8-64eb0dcd7bfd	GO BP	positive regulation of intracellular signal transduction (GO:1902533)	GDF15	http://geneontology.org/	Gene Ontology
e25df43a-e4cb-5de5-a0fb-10b7b62a829d	7ce6b193-498a-5a06-9a67-cccb0fa81dd0	GO BP	positive regulation of intracellular signal transduction (GO:1902533)	LGALS9	http://geneontology.org/	Gene Ontology
e25df43a-e4cb-5de5-a0fb-10b7b62a829d	ee525b90-bfe6-545b-8320-6a86e2b72680	GO BP	positive regulation of intracellular signal transduction (GO:1902533)	AREG	http://geneontology.org/	Gene Ontology
e25df43a-e4cb-5de5-a0fb-10b7b62a829d	6dceb524-e8ff-5e21-88b6-571985b3234a	GO BP	positive regulation of intracellular signal transduction (GO:1902533)	TNFRSF10B	http://geneontology.org/	Gene Ontology
e25df43a-e4cb-5de5-a0fb-10b7b62a829d	bb2c8c3a-1e4c-5cf0-8d55-146db01b5844	GO BP	positive regulation of intracellular signal transduction (GO:1902533)	IL6	http://geneontology.org/	Gene Ontology
e25df43a-e4cb-5de5-a0fb-10b7b62a829d	c4772e91-694b-5fb4-9b10-33ba56dcf0cc	GO BP	positive regulation of intracellular signal transduction (GO:1902533)	LGALS1	http://geneontology.org/	Gene Ontology
